Transcript Sense_junction_reads Antisense_junction_reads
BL18595_evm6 1 0
BL18716_evm0 1 0
BL18717_cuf27 1 0
BL18724_evm0 1 0
BL18811_cuf1 3 0
BL18947_cuf0 1 0
BL19114_cuf10 1 0
BL19170_evm12 1 0
BL19248_evm0 1 0
BL19282_cuf1 1 0
BL19311_cuf0 1 0
BL19350_cuf2 1 0
BL19528_cuf4 1 0
BL19651_cuf0 1 0
BL19665_evm1 0 1
BL19705_cuf1 1 0
BL19808_cuf7 1 0
BL19811_cuf0 1 0
BL19813_cuf4 1 0
BL19990_cuf4 0 1
BL19992_cuf0 1 0
BL20127_evm0 3 0
BL20647_cuf0 1 0
BL20706_evm3 1 0
BL20856_evm0 4 0
BL20968_cuf1 1 0
BL20988_cuf0 1 0
BL21047_cuf5 1 0
BL21063_cuf0 3 0
BL21101_evm2 1 0
BL21170_cuf0 1 0
BL21232_cuf2 1 0
BL21313_evm0 1 0
BL21364_cuf0 1 0
BL21481_cuf3 1 0
BL21528_evm14 1 0
BL21562_cuf0 1 0
BL21573_cuf0 1 0
BL21614_evm0 1 0
BL22006_cuf0 1 0
BL22144_evm1 1 0
BL22212_cuf0 1 0
BL22249_evm0 2 0
BL22516_evm2 1 0
BL22665_cuf10 1 0
BL22683_cuf2 1 0
BL22725_cuf0 1 0
BL22762_evm0 1 0
BL22816_evm1 1 0
BL22928_cuf2 1 0
BL22944_cuf1 1 0
BL22945_cuf0 1 0
BL23038_cuf2 2 0
BL23196_cuf1 181 0
BL23331_evm0 1 0
BL23388_cuf7 1 0
BL23394_cuf0 0 1
BL23502_evm0 5 0
BL23531_evm0 1 0
BL23591_cuf0 1 0
BL23759_cuf1 1 0
BL23858_evm1 3 0
BL23908_evm0 3 0
BL23957_evm1 1 0
BL23964_cuf0 1 0
BL24032_evm0 2 0
BL24435_cuf3 1 0
BL24436_cuf0 1 0
BL24497_evm0 1 0
BL24567_cuf1 1 0
BL24590_cuf1 1 0
BL24860_cuf0 1 0
BL28448_evm0 0 9
BL28789_evm0 1 0
BL29789_evm0 0 1
BL30195_evm0 84 0
BL30874_evm0 17 0
BL32240_evm0 1 0
BL33122_cuf0 1 0
BL40055_cuf0 1 0
BL43826_cuf0 1 0
BL44569_cuf0 1 0
BL44948_cuf0 1 0
BL49983_cuf0 1 0
BL53436_cuf2 1 0
BL59952_cuf0 3 0
BL61174_cuf0 1 0
BL62512_cuf1 1 0
BL65383_cuf0 1 0
BL67659_cuf0 1 0
BL67726_cuf0 2 0
BL68948_cuf1 1 0
BL73585_cuf0 2 0
BL74986_cuf4 2 0
BL76437_cuf0 1 0
BL76630_cuf0 1 0
BL77672_cuf2 1 0
BL82838_cuf0 3 0
BL90735_cuf0 1 0
BL95039_evm0 1 0
BL95079_evm2 1 0
BL95097_evm2 4 0
BL95098_evm0 3 0
BL95120_evm1 1 0
BL95129_evm2 1 0
BL95145_evm0 1 0
BL95146_evm1 1 0
BL95169_evm1 1 0
BL95213_evm1 1 0
BL95215_evm1 1 0
BL95218_evm1 1 0
BL95228_evm1 1 0
BL95329_evm1 1 0
BL95354_evm3 0 1
BL95479_evm1 1 0
BL95480_evm1 1 0
BL95483_evm0 1 0
BL95509_evm1 3 0
BL95564_evm0 1 0
BL95612_evm0 6 0
BL95677_evm2 3 0
BL95703_evm0 1 0
BL95753_evm0 1 0
BL95754_evm2 1 0
BL95755_evm3 1 0
BL95773_evm0 1 0
BL95901_evm1 1 0
BL95919_evm1 5 0
BL95946_evm1 1 0
BL95965_evm0 2 0
BL95990_evm0 5 0
BL96036_evm0 1 0
BL96076_evm1 0 1
BL96106_evm0 1 0
BL96142_evm0 1 0
BL96168_evm0 1 0
BL96225_cuf3 6 0
BL96233_cuf2 1 0
BL96381_cuf45 1 0
BL96383_cuf51 1 0
BL96388_cuf67 1 0
BL96395_cuf75 1 0
BL96462_cuf0 1 0
BL96528_cuf10 38 0
BL96597_cuf16 2 0
BL96770_cuf0 33 0
BL96771_cuf8 1 0
BL96819_cuf5 3 0
BL96825_cuf2 1 0
BL96843_cuf2 1 0
BL97089_cuf1 7 0
BL97090_cuf29 10 0
BL97098_cuf9 1 0
BL97181_cuf1 1 0
BL97204_cuf0 3 0
BL97206_cuf20 3 0
BL97334_cuf22 1 0
BL97362_cuf3 2 0
BL97369_cuf13 11 0
BL97370_cuf26 45 0
BL97391_cuf5 4 0
BL97466_cuf1 1 0
