Transcript Sense_junction_reads Antisense_junction_reads
BL10970_cuf0 3 0
BL11036_cuf7 2 0
BL11086_cuf6 1 0
BL11296_evm0 1 0
BL11310_evm0 1 0
BL11329_cuf1 1 0
BL11341_cuf6 0 1
BL11361_cuf0 1 0
BL11375_cuf0 2 0
BL11411_evm4 1 0
BL11438_cuf2 1 0
BL11543_cuf5 1 0
BL11578_evm1 1 0
BL11692_cuf1 1 0
BL11712_cuf7 1 0
BL11722_cuf3 2 0
BL11832_cuf0 2 0
BL11840_evm0 1 0
BL11892_cuf0 1 0
BL11903_evm3 1 0
BL11925_cuf5 1 0
BL11929_cuf0 1 0
BL11944_cuf1 1 0
BL11953_cuf1 1 0
BL12007_evm0 1 0
BL12042_cuf5 1 0
BL12074_cuf0 1 0
BL12105_cuf0 2 0
BL12124_evm0 1 0
BL12147_cuf0 1 0
BL12162_cuf1 1 0
BL12192_cuf3 1 0
BL12207_cuf3 1 0
BL12227_cuf0 1 0
BL12265_cuf3 1 0
BL12312_cuf3 1 0
BL12324_evm0 2 0
BL12327_cuf3 1 0
BL12329_cuf5 1 0
BL12385_evm0 1 0
BL12403_cuf0 1 0
BL12439_evm0 1 0
BL12450_evm1 0 1
BL12464_cuf2 4 0
BL12475_evm0 1 0
BL12481_cuf0 17 0
BL12500_evm3 1 0
BL12513_cuf0 1 0
BL12754_cuf16 1 0
BL12761_cuf0 1 0
BL12767_cuf4 1 0
BL12817_cuf0 1 0
BL12826_cuf0 1 0
BL12832_evm2 0 1
BL12858_cuf0 3 0
BL12862_cuf0 0 2
BL13074_evm0 1 0
BL13101_cuf0 1 0
BL13128_cuf1 1 0
BL13180_cuf0 1 0
BL13279_cuf0 1 0
BL13289_cuf0 1 0
BL13309_cuf3 1 0
BL13310_cuf3 1 0
BL13311_cuf0 0 2
BL13313_cuf0 1 0
BL13329_cuf14 1 0
BL13421_cuf0 1 0
BL13437_evm0 2 0
BL13457_cuf6 1 0
BL13490_evm0 2 0
BL13506_cuf0 1 0
BL13519_evm17 3 0
BL13531_cuf3 1 0
BL13564_cuf1 2 0
BL13586_evm14 1 0
BL13668_evm7 2 0
BL13773_evm0 1 0
BL13821_evm6 1 0
BL13868_cuf0 1 0
BL13882_cuf3 1 0
BL13892_cuf4 1 0
BL13894_evm7 1 0
BL13911_evm0 1 0
BL13962_cuf2 1 0
BL13987_cuf5 4 0
BL14063_evm9 1 0
BL14085_cuf1 1 0
BL14103_cuf0 2 0
BL14135_evm1 1 0
BL14153_evm0 1 0
BL14174_cuf1 1 0
BL14178_cuf5 1 0
BL14180_evm1 1 0
BL14192_cuf0 0 1
BL14238_cuf0 1 0
BL14252_evm0 1 0
BL14273_evm0 1 0
BL14291_cuf1 1 0
BL14299_cuf4 5 0
BL14300_cuf1 0 1
BL14328_cuf3 8 0
BL14396_cuf1 1 0
BL14402_cuf0 1 0
BL14448_cuf8 1 0
BL14522_cuf0 1 0
BL14526_evm6 1 0
BL14559_cuf0 2 0
BL14561_cuf0 1 0
BL14597_cuf0 1 0
BL14643_cuf1 1 0
BL14822_cuf1 1 0
BL14879_cuf1 1 0
BL14942_cuf0 1 0
BL14969_cuf7 2 0
BL15025_evm0 1 0
BL15029_evm5 1 0
BL15050_evm0 1 0
BL15079_evm0 1 0
BL15129_evm6 1 0
BL15150_cuf3 2 0
BL15165_cuf2 1 0
BL15218_cuf1 1 0
BL15233_cuf0 1 0
BL15280_cuf0 1 0
BL15313_cuf0 1 0
BL15328_cuf4 0 1
BL15342_evm0 1 0
BL15382_evm0 1 0
BL15403_evm1 1 0
BL15441_cuf1 5 0
BL15540_cuf4 1 0
BL15606_cuf0 1 0
BL15619_cuf0 3 0
BL15627_cuf0 1 0
BL15671_cuf7 0 1
BL15753_evm0 1 0
BL15788_cuf0 0 1
BL15804_cuf1 0 7
BL15815_evm2 1 0
BL15862_cuf0 1 0
BL15928_evm0 1 0
BL16013_cuf0 1 0
BL16026_evm0 1 0
BL16037_evm0 1 0
BL16040_evm0 1 0
BL16080_evm3 1 0
BL16218_evm0 1 0
BL16235_cuf0 1 0
BL16254_cuf6 1 0
BL16260_cuf1 1 0
BL16301_cuf4 3 0
BL16302_cuf0 1 0
BL16325_cuf0 1 0
BL16372_cuf1 1 0
BL16381_evm3 0 1
BL16392_evm0 2 0
BL16419_cuf1 1 0
BL16462_evm3 1 0
BL16497_cuf1 40 0
BL16556_evm0 1 0
BL16565_cuf2 1 0
BL16569_cuf1 1 0
BL16720_cuf2 1 0
BL16756_cuf0 0 1
BL16855_evm0 2 0
BL16876_evm5 1 0
BL17005_cuf0 1 0
BL17090_cuf0 5 0
BL17187_evm2 1 0
BL17215_cuf17 1 0
BL17265_evm4 2 0
BL17281_evm2 3 0
BL17309_cuf0 1 0
BL17360_evm1 1 0
BL17370_cuf1 1 0
BL17412_evm0 1 0
BL17419_cuf0 1 0
BL17428_cuf1 1 0
BL17485_cuf5 1 0
BL17627_evm0 1 0
BL17711_evm0 1 0
BL17714_cuf0 2 0
BL17730_evm0 1 0
BL17780_cuf0 1 0
BL17794_cuf5 2 0
BL17849_cuf3 1 0
BL17851_cuf0 1 0
BL17871_cuf2 2 0
BL17903_cuf0 1 0
BL17910_evm11 1 0
BL17929_cuf0 4 0
BL18009_cuf0 1 0
BL18076_cuf2 1 0
BL18083_cuf0 1 0
BL18106_evm1 1 0
BL18188_cuf6 0 1
BL18204_cuf6 1 0
BL18207_evm2 1 0
BL18209_evm4 1 0
BL18228_cuf8 2 0
BL18316_evm0 1 0
BL18318_cuf0 1 0
BL18341_evm1 1 0
BL18422_cuf0 2 0
BL18513_cuf2 1 0
BL18604_evm3 1 0
BL18620_cuf8 1 0
BL18642_cuf0 1 0
BL18668_cuf1 1 0
BL18684_evm6 0 1
BL18691_cuf13 1 0
BL18693_cuf0 1 0
BL18727_cuf3 3 0
BL18774_evm0 1 0
BL18808_cuf0 1 0
BL18811_cuf1 10 0
BL18834_cuf5 1 0
BL18846_cuf3 1 0
BL18848_evm6 1 0
BL18872_cuf1 1 0
BL18905_cuf4 3 0
BL18964_cuf0 3 0
BL19081_cuf10 1 0
BL19159_cuf0 1 0
BL19274_evm1 1 0
BL19299_cuf1 1 0
BL19435_evm0 25 0
BL19456_evm0 1 0
BL19476_cuf3 1 0
BL19490_cuf0 1 0
BL19495_evm8 1 0
BL19510_cuf1 1 0
BL19530_cuf1 1 0
BL19543_cuf0 2 0
BL19594_evm0 1 0
BL19618_cuf0 1 0
BL19667_cuf1 2 0
BL19677_evm3 1 0
BL19685_cuf9 2 0
BL19793_evm3 0 1
BL19813_cuf4 1 0
BL19853_cuf24 1 0
BL19958_cuf0 1 0
BL19990_cuf4 3 0
BL19992_cuf0 1 0
BL19994_cuf12 1 0
BL20076_cuf0 4 0
BL20127_evm0 1 0
BL20142_cuf0 1 0
BL20220_evm0 2 0
BL20249_evm9 1 0
BL20400_evm0 1 0
BL20492_cuf1 1 0
BL20535_cuf37 1 0
BL20598_evm0 1 0
BL20778_cuf1 1 0
BL20854_cuf0 1 0
BL20886_cuf0 1 0
BL20915_cuf1 1 0
BL21029_cuf1 4 0
BL21041_cuf0 1 0
BL21043_cuf3 1 0
BL21063_cuf0 5 0
BL21080_evm9 1 0
BL21082_cuf0 1 0
BL21170_cuf0 2 0
BL21378_cuf1 0 1
BL21409_cuf2 1 0
BL21421_cuf2 2 0
BL21452_cuf1 1 0
BL21459_cuf0 3 0
BL21470_cuf8 1 0
BL21535_evm2 1 0
BL21536_cuf1 1 0
BL21573_cuf0 2 0
BL21577_evm13 2 0
BL21588_evm6 1 0
BL21614_evm0 1 0
BL21625_cuf3 2 0
BL21628_cuf1 1 0
BL21722_cuf0 1 0
BL21747_cuf0 8 0
BL21783_evm1 4 0
BL21811_cuf0 3 0
BL21844_evm1 1 0
BL21856_cuf0 1 0
BL21864_cuf0 1 0
BL21881_evm0 1 0
BL21976_cuf2 1 0
BL22049_cuf8 1 0
BL22075_cuf0 1 0
BL22130_evm2 0 1
BL22193_evm8 1 0
BL22257_evm0 1 0
BL22259_cuf1 1 0
BL22443_evm0 1 0
BL22525_cuf0 4 0
BL22578_cuf0 2 0
BL22586_cuf34 1 0
BL22666_cuf0 1 0
BL22683_cuf2 5 0
BL22720_cuf2 1 0
BL22724_cuf2 1 0
BL22758_cuf0 1 0
BL22769_evm4 1 0
BL22829_cuf4 1 0
BL22944_cuf1 3 0
BL22954_cuf0 1 0
BL22991_cuf0 1 0
BL22993_cuf11 1 0
BL22999_cuf0 1 0
BL23104_cuf4 1 0
BL23189_cuf4 1 0
BL23196_cuf1 20 0
BL23205_evm0 1 0
BL23240_cuf1 1 0
BL23256_cuf5 1 0
BL23275_cuf6 1 0
BL23502_evm0 2 0
BL23531_evm0 2 0
BL23568_cuf1 2 0
BL23619_cuf0 1 0
BL23634_cuf0 2 0
BL23646_cuf1 1 0
BL23647_cuf0 0 1
BL23674_evm1 1 0
BL23683_evm0 1 0
BL23731_cuf0 1 0
BL23792_cuf1 1 0
BL23794_cuf1 1 0
BL23844_evm0 2 0
BL23858_evm1 1 0
BL23890_evm1 1 0
BL23908_evm0 20 0
BL23916_evm0 1 0
BL23947_cuf1 1 0
BL23985_cuf2 1 0
BL24083_evm0 0 1
BL24087_cuf3 1 0
BL24092_cuf9 1 0
BL24125_cuf7 1 0
BL24171_cuf1 1 0
BL24283_cuf2 1 0
BL24288_evm4 2 0
BL24307_cuf2 8 0
BL24317_cuf1 4 0
BL24327_cuf6 1 0
BL24346_evm1 2 0
BL24359_cuf0 1 0
BL24370_cuf0 9 2
BL24464_evm10 3 0
BL24528_cuf1 1 0
BL24567_cuf1 1 0
BL24573_cuf25 1 0
BL24691_cuf5 8 0
BL24708_cuf0 0 1
BL24742_cuf0 1 0
BL24778_cuf0 1 0
BL24838_cuf0 1 0
BL24881_evm4 1 0
BL24937_cuf2 1 0
BL24978_cuf1 1 0
BL24983_evm0 1 0
BL25007_evm0 1 0
BL25233_evm0 1 0
BL25308_evm0 2 0
BL25443_evm0 1 0
BL25819_evm0 1 0
BL26010_evm0 1 0
BL26266_evm0 1 0
BL26365_evm0 1 0
BL26529_evm0 2 0
BL26536_evm0 1 0
BL26667_evm0 1 0
BL26781_evm0 0 1
BL26856_evm0 4 0
BL26924_evm0 1 0
BL27843_evm1 1 0
BL28052_evm0 4 0
BL28147_evm0 1 0
BL28537_evm0 2 0
BL28648_evm0 1 0
BL28658_evm0 1 0
BL28890_evm0 0 5
BL28906_evm0 1 0
BL28962_evm0 1 0
BL29198_evm0 1 0
BL29753_evm0 0 1
BL30035_evm0 8 0
BL30193_evm0 0 1
BL30195_evm0 36 0
BL30209_evm0 1 0
BL30368_evm0 2 0
BL30479_evm0 0 1
BL30702_evm0 0 1
BL30874_evm0 13 0
BL31138_evm0 1 0
BL31834_evm0 0 1
BL32010_evm5 1 0
BL32063_evm0 1 0
BL32173_evm0 1 0
BL32285_evm0 9 0
BL33412_cuf0 2 0
BL33699_cuf0 1 0
BL34607_cuf0 1 0
BL37043_cuf0 1 0
BL37219_cuf1 1 0
BL37492_cuf0 0 1
BL40809_cuf3 1 0
BL40886_cuf0 6 0
BL40893_cuf0 1 0
BL43180_cuf0 1 0
BL45133_cuf0 1 0
BL46641_cuf0 1 0
BL46926_cuf0 1 0
BL48441_cuf7 1 0
BL48520_cuf0 4 0
BL50868_cuf0 1 0
BL53309_cuf1 1 0
BL53717_cuf2 1 0
BL56154_cuf0 0 30
BL57792_cuf0 1 0
BL59720_cuf0 2 0
BL59841_cuf0 1 0
BL61325_cuf0 1 0
BL64444_cuf0 0 3
BL67984_cuf0 0 9
BL68101_cuf3 2 0
BL70711_cuf2 9 1
BL72045_cuf0 1 0
BL73585_cuf0 1 0
BL74447_cuf1 2 0
BL74986_cuf4 1 0
BL76820_cuf0 2 0
BL78247_cuf0 0 2
BL78796_cuf1 1 0
BL79414_cuf0 2 0
BL80212_cuf0 1 0
BL80754_cuf0 1 0
BL81797_cuf0 1 0
BL83450_cuf0 8 0
BL83748_cuf1 3 1
BL84701_cuf2 1 0
BL86477_cuf1 1 0
BL87504_cuf1 1 0
BL87572_cuf1 0 1
BL88765_cuf3 1 0
BL95013_evm0 1 0
BL95051_evm0 1 0
BL95094_evm0 1 0
BL95169_evm1 1 0
BL95185_evm1 1 0
BL95186_evm1 1 0
BL95253_evm0 1 0
BL95257_evm1 2 0
BL95280_evm2 1 0
BL95398_evm0 1 0
BL95412_evm1 1 0
BL95417_evm0 1 0
BL95425_evm0 1 0
BL95481_evm2 1 0
BL95483_evm0 1 0
BL95489_evm0 2 0
BL95491_evm0 1 0
BL95554_evm1 1 0
BL95581_evm0 1 0
BL95599_evm1 1 0
BL95612_evm0 3 0
BL95687_evm2 1 0
BL95701_evm1 1 0
BL95707_evm1 1 0
BL95725_evm0 1 0
BL95756_evm1 1 0
BL95774_evm1 1 0
BL95815_evm1 1 0
BL95826_evm1 1 0
BL95908_evm0 1 0
BL95911_evm1 1 0
BL95990_evm0 2 0
BL96014_evm1 1 0
BL96015_evm2 1 0
BL96088_evm0 1 0
BL96092_evm1 3 0
BL96106_evm0 1 0
BL96108_evm0 1 0
BL96111_evm0 2 0
BL96112_evm1 5 0
BL96116_evm0 1 0
BL96128_evm0 1 0
BL96151_evm2 1 0
BL96266_cuf5 1 0
BL96299_cuf4 1 0
BL96326_cuf2 1 0
BL96370_cuf0 0 1
BL96372_cuf0 1 0
BL96373_cuf12 1 0
BL96375_cuf32 1 0
BL96411_cuf16 1 0
BL96495_cuf0 1 0
BL96526_cuf8 1 0
BL96528_cuf10 1 0
BL96561_cuf0 2 0
BL96658_cuf18 1 0
BL96715_cuf0 1 0
BL96819_cuf5 2 0
BL96845_cuf12 2 0
BL96890_cuf2 2 0
BL96923_cuf21 1 0
BL96940_cuf0 1 0
BL96948_cuf1 1 0
BL96949_cuf3 1 0
BL96995_cuf10 0 1
BL97001_cuf3 3 0
BL97038_cuf1 1 0
BL97049_cuf12 1 0
BL97089_cuf1 7 0
BL97090_cuf29 1 0
BL97155_cuf0 1 0
BL97161_cuf0 1 0
BL97204_cuf0 5 0
BL97206_cuf20 2 0
BL97271_cuf6 2 0
BL97370_cuf26 14 0
BL97385_cuf0 1 0
BL97416_cuf11 1 0
BL97432_cuf0 1 0
BL97451_cuf8 1 0
BL97455_cuf7 1 0
