Transcript Sense_junction_reads Antisense_junction_reads
BL02227_evm7 6 0
BL02234_cuf9 2 0
BL02237_cuf2 1 0
BL02249_cuf0 2 0
BL02250_cuf2 1 0
BL02252_cuf4 5 0
BL02255_cuf5 1 0
BL02267_cuf5 4 0
BL02304_cuf1 1 0
BL02308_cuf0 1 0
BL02313_cuf6 1 0
BL02314_cuf2 1 0
BL02317_cuf1 1 0
BL02326_cuf0 4 0
BL02327_cuf0 0 9
BL02334_cuf2 2 0
BL02348_cuf0 2 0
BL02375_evm0 2 0
BL02377_cuf8 1 0
BL02381_cuf2 1 0
BL02385_evm4 1 0
BL02401_evm0 1 0
BL02429_cuf12 1 0
BL02435_cuf5 5 0
BL02437_cuf2 4 0
BL02446_cuf1 2 0
BL02454_evm3 1 0
BL02458_evm0 1 0
BL02459_evm10 2 0
BL02465_cuf3 1 0
BL02475_cuf1 1 0
BL02489_cuf3 1 0
BL02492_cuf0 1 0
BL02495_evm1 2 0
BL02498_evm18 1 0
BL02507_cuf0 0 1
BL02522_evm0 1 0
BL02524_cuf2 3 0
BL02526_cuf0 5 0
BL02550_cuf0 3 0
BL02566_cuf11 1 0
BL02575_cuf0 3 0
BL02602_evm7 4 0
BL02603_cuf0 9 0
BL02608_cuf4 1 0
BL02620_cuf0 3 0
BL02624_cuf6 4 0
BL02625_cuf3 1 0
BL02635_cuf1 1 0
BL02648_cuf3 2 0
BL02650_cuf12 1 0
BL02659_cuf4 1 0
BL02709_cuf0 4 0
BL02714_cuf0 2 0
BL02719_cuf1 2 0
BL02729_evm0 7 0
BL02732_cuf0 2 0
BL02743_evm2 7 0
BL02761_cuf0 3 0
BL02772_evm7 8 0
BL02775_evm0 2 0
BL02803_evm0 2 0
BL02804_cuf1 1 0
BL02836_cuf1 1 0
BL02842_cuf0 1 0
BL02847_cuf0 2 0
BL02854_cuf2 1 0
BL02858_cuf0 1 0
BL02859_evm0 1 0
BL02899_cuf0 2 1
BL02904_cuf4 2 0
BL02909_evm0 2 0
BL02913_evm20 1 0
BL02914_evm0 1 0
BL02928_cuf0 1 0
BL02929_evm0 1 0
BL02946_cuf0 1 0
BL02961_cuf0 1 0
BL02963_evm0 1 0
BL02969_cuf0 1 0
BL02972_cuf1 1 0
BL03016_evm0 1 0
BL03018_cuf10 2 0
BL03020_cuf1 1 0
BL03021_cuf0 1 0
BL03022_cuf2 2 0
BL03026_evm1 3 0
BL03027_evm2 11 0
BL03038_cuf1 1 0
BL03040_evm0 3 0
BL03067_cuf0 1 0
BL03073_evm0 3 0
BL03103_cuf10 2 0
BL03109_evm10 1 0
BL03115_cuf2 1 0
BL03116_cuf1 1 0
BL03117_evm0 2 0
BL03123_cuf7 2 0
BL03126_cuf27 2 0
BL03134_cuf0 1 0
BL03136_cuf0 1 0
BL03157_cuf4 3 0
BL03160_cuf5 1 0
BL03161_cuf0 1 0
BL03167_cuf0 2 0
BL03191_cuf9 1 0
BL03196_evm0 5 0
BL03199_cuf8 1 0
BL03200_cuf6 0 1
BL03214_cuf3 1 0
BL03215_cuf3 3 0
BL03225_evm0 2 0
BL03241_evm13 2 0
BL03249_evm1 4 0
BL03261_cuf0 1 0
BL03272_cuf0 1 0
BL03273_evm12 1 0
BL03275_cuf11 1 0
BL03277_cuf0 1 0
BL03288_cuf1 3 0
BL03302_cuf0 1 0
BL03310_evm3 1 0
BL03317_cuf0 1 0
BL03321_evm6 2 0
BL03332_cuf0 1 0
BL03342_cuf2 5 0
BL03345_evm1 1 0
BL03363_cuf10 1 0
BL03377_evm17 2 0
BL03393_cuf4 1 0
BL03400_evm3 1 0
BL03427_cuf0 1 0
BL03439_cuf9 1 0
BL03441_evm1 2 0
BL03451_cuf17 8 0
BL03457_cuf2 2 0
BL03467_cuf0 1 0
BL03470_cuf0 1 0
BL03472_cuf0 1 0
BL03479_cuf0 3 0
BL03499_cuf18 1 0
BL03514_cuf0 1 0
BL03517_cuf0 1 0
BL03540_evm2 1 0
BL03541_evm1 3 0
BL03553_cuf1 1 0
BL03558_cuf19 4 0
BL03570_cuf2 2 0
BL03580_evm0 2 0
BL03581_cuf0 2 0
BL03607_evm0 1 0
BL03615_evm3 1 0
BL03625_evm16 12 0
BL03651_cuf2 1 0
BL03656_cuf13 3 0
BL03657_cuf3 2 0
BL03661_cuf0 1 0
BL03680_cuf0 1 0
BL03697_cuf0 2 0
BL03704_evm0 1 0
BL03714_cuf0 1 0
BL03721_cuf8 4 0
BL03756_evm0 3 0
BL03793_cuf0 2 0
BL03794_cuf0 1 0
BL03795_evm1 2 0
BL03806_cuf2 2 0
BL03808_evm1 2 0
BL03810_cuf2 4 0
BL03815_evm21 3 0
BL03824_cuf5 1 0
BL03826_evm0 3 0
BL03854_cuf3 1 0
BL03860_cuf2 1 0
BL03872_cuf9 1 0
BL03884_cuf2 4 0
BL03887_evm0 1 0
BL03896_cuf3 2 0
BL03897_cuf0 3 0
BL03899_evm10 2 0
BL03900_cuf2 2 0
BL03902_cuf1 2 0
BL03904_evm12 16 0
BL03905_cuf2 2 0
BL03917_evm0 5 0
BL03921_cuf0 3 0
BL03922_cuf0 1 0
BL03929_cuf0 3 0
BL03940_cuf1 1 0
BL03941_cuf0 3 0
BL03947_cuf1 1 0
BL03951_cuf1 1 0
BL03962_evm9 1 0
BL03967_cuf0 2 0
BL03969_cuf0 1 0
BL03970_evm17 3 0
BL03990_cuf0 1 0
BL03995_cuf2 1 0
BL03998_cuf0 2 0
BL04010_cuf3 1 0
BL04017_cuf2 2 0
BL04025_cuf5 1 0
BL04038_cuf2 1 0
BL04064_cuf0 5 0
BL04065_evm0 4 0
BL04075_evm0 1 0
BL04076_cuf2 3 0
BL04077_evm0 7 0
BL04080_cuf0 3 0
BL04081_cuf9 2 0
BL04091_cuf4 9 0
BL04096_cuf0 25 0
BL04107_evm3 4 0
BL04111_cuf4 2 0
BL04112_evm17 2 0
BL04114_evm1 8 0
BL04115_cuf1 1 0
BL04120_evm2 2 0
BL04134_cuf5 1 0
BL04139_cuf3 1 0
BL04159_cuf7 1 0
BL04167_evm1 2 0
BL04180_cuf12 3 0
BL04188_cuf0 1 0
BL04189_evm0 5 0
BL04191_evm0 2 0
BL04199_cuf5 1 0
BL04211_cuf0 1 0
BL04216_cuf12 7 0
BL04221_cuf0 6 0
BL04223_cuf0 1 0
BL04237_cuf2 1 0
BL04263_cuf0 3 0
BL04291_cuf0 1 0
BL04295_cuf5 1 0
BL04297_cuf29 1 0
BL04300_cuf1 2 0
BL04304_cuf0 1 0
BL04307_cuf15 5 0
BL04308_cuf3 1 0
BL04327_cuf0 1 0
BL04332_cuf0 3 0
BL04341_cuf0 1 0
BL04345_cuf3 4 0
BL04352_cuf0 2 0
BL04354_cuf5 3 0
BL04373_cuf1 2 0
BL04380_cuf0 1 0
BL04393_evm2 3 0
BL04402_cuf1 1 0
BL04404_cuf0 3 0
BL04406_evm3 2 0
BL04409_evm0 1 0
BL04411_evm10 4 0
BL04433_cuf0 1 0
BL04449_cuf2 1 0
BL04453_cuf1 2 0
BL04460_cuf1 1 0
BL04462_cuf10 5 0
BL04479_evm6 1 0
BL04500_cuf20 2 0
BL04501_evm4 1 0
BL04505_evm6 2 0
BL04515_cuf0 1 0
BL04531_cuf2 3 0
BL04533_cuf24 2 0
BL04552_cuf4 3 0
BL04554_evm0 2 0
BL04555_evm6 1 0
BL04561_cuf2 3 0
BL04580_cuf2 2 0
BL04585_evm0 1 0
BL04593_evm1 2 0
BL04603_cuf1 5 0
BL04607_cuf0 1 0
BL04620_cuf1 1 0
BL04624_cuf2 1 0
BL04636_cuf4 2 0
BL04641_cuf0 3 0
BL04654_cuf0 6 0
BL04661_evm5 1 0
BL04662_evm9 1 0
BL04672_cuf1 2 0
BL04678_cuf2 11 0
BL04688_cuf0 1 0
BL04697_cuf0 1 0
BL04698_evm0 3 1
BL04711_cuf3 0 1
BL04715_cuf8 1 0
BL04716_evm0 5 0
BL04720_evm0 1 0
BL04741_cuf0 1 0
BL04752_cuf2 6 0
BL04753_cuf15 2 0
BL04766_cuf1 1 0
BL04777_cuf12 1 0
BL04791_cuf3 6 0
BL04793_cuf9 2 0
BL04795_cuf3 1 0
BL04799_cuf8 2 0
BL04801_cuf2 2 0
BL04812_cuf6 3 0
BL04815_evm0 1 0
BL04831_cuf0 3 0
BL04841_cuf1 2 0
BL04869_evm0 1 0
BL04872_cuf2 1 1
BL04875_cuf1 1 0
BL04885_cuf20 3 0
BL04891_evm3 4 0
BL04900_cuf0 0 2
BL04912_cuf0 1 0
BL04915_cuf0 3 0
BL04921_evm3 2 0
BL04922_evm3 4 0
BL04936_cuf0 2 0
BL04947_cuf8 2 2
BL04952_cuf9 3 0
BL04961_cuf2 1 0
BL04963_cuf9 1 0
BL04969_cuf1 2 0
BL04981_evm0 1 0
BL04987_cuf0 1 0
BL04993_evm0 1 0
BL05003_cuf0 1 0
BL05007_cuf3 3 0
BL05020_cuf1 1 0
BL05023_evm7 1 0
BL05041_evm0 1 0
BL05059_cuf0 12 0
BL05063_cuf0 1 0
BL05064_cuf0 3 0
BL05073_cuf1 1 0
BL05074_cuf2 1 0
BL05088_evm10 4 0
BL05096_cuf32 2 0
BL05104_evm14 1 0
BL05105_cuf0 1 0
BL05112_cuf2 2 0
BL05113_cuf0 4 0
BL05116_evm1 7 0
BL05130_evm1 2 0
BL05132_cuf3 1 0
BL05139_cuf4 5 0
BL05140_cuf0 1 0
BL05148_evm2 2 1
BL05152_evm3 1 0
BL05153_evm11 9 0
BL05199_evm4 1 0
BL05205_cuf0 1 0
BL05207_cuf1 1 0
BL05209_cuf0 2 0
BL05212_evm0 1 0
BL05220_evm0 1 0
BL05231_cuf4 4 0
BL05234_cuf3 1 0
BL05236_cuf5 2 0
BL05238_cuf0 2 0
BL05251_cuf7 3 0
BL05262_cuf4 3 0
BL05272_evm0 1 0
BL05310_cuf2 2 0
BL05319_cuf0 1 0
BL05324_cuf0 1 0
BL05338_evm2 1 0
BL05349_evm3 1 0
BL05380_evm1 1 0
BL05384_cuf18 3 0
BL05385_cuf1 7 0
BL05397_evm8 3 0
BL05401_cuf0 1 0
BL05407_evm0 1 0
BL05416_cuf1 3 0
BL05419_cuf8 19 0
BL05420_cuf1 1 0
BL05422_evm0 15 0
BL05432_cuf1 2 0
BL05435_cuf12 8 0
BL05440_evm1 1 0
BL05445_cuf0 2 0
BL05455_cuf0 1 0
BL05456_evm5 1 0
BL05470_cuf0 3 0
BL05478_cuf0 1 0
BL05491_cuf3 2 0
BL05493_evm0 1 0
BL05511_cuf0 1 0
BL05513_cuf1 1 0
BL05517_cuf16 1 0
BL05522_cuf0 1 0
BL05523_evm1 1 0
BL05527_cuf0 2 0
BL05541_cuf0 2 0
BL05544_evm6 1 0
BL05564_cuf9 4 0
BL05568_cuf0 4 0
BL05569_cuf0 2 0
BL05571_cuf2 2 0
BL05597_cuf0 5 0
BL05605_cuf10 6 0
BL05621_cuf1 2 0
BL05635_evm0 1 0
BL05646_cuf0 1 0
BL05652_cuf0 4 0
BL05654_cuf5 1 0
BL05661_evm1 1 0
BL05670_evm0 1 0
BL05677_evm2 4 0
BL05679_cuf11 2 0
BL05680_cuf0 1 0
BL05687_cuf2 1 0
BL05692_evm0 0 2
BL05693_evm2 2 0
BL05717_cuf2 1 0
BL05726_cuf1 15 0
BL05735_evm0 2 0
BL05747_cuf1 1 0
BL05748_cuf1 1 0
BL05764_cuf2 1 0
BL05766_cuf2 1 0
BL05769_cuf6 1 0
BL05776_cuf0 1 0
BL05812_cuf3 6 0
BL05818_cuf0 1 0
BL05822_cuf5 1 0
BL05828_cuf0 2 0
BL05836_cuf3 1 0
BL05837_evm3 1 0
BL05846_evm0 1 0
BL05848_cuf2 0 1
BL05867_cuf0 1 0
BL05870_cuf9 1 0
BL05880_cuf0 1 0
BL05893_evm2 1 0
BL05896_cuf0 3 0
BL05926_evm0 2 0
BL05933_cuf22 3 0
BL05974_cuf0 11 0
BL05983_evm11 2 0
BL05985_cuf0 1 0
BL05989_cuf5 1 0
BL05991_cuf6 1 0
BL05992_cuf1 3 0
BL06000_cuf2 4 0
BL06001_cuf1 3 0
BL06020_cuf3 1 0
BL06022_cuf0 1 0
BL06030_cuf3 2 0
BL06031_cuf7 1 0
BL06036_cuf3 2 0
BL06041_evm0 5 0
BL06046_evm6 3 0
BL06048_cuf3 1 0
BL06062_cuf1 3 0
BL06063_evm3 1 0
BL06080_cuf1 2 0
BL06086_evm0 8 2
BL06097_cuf6 1 1
BL06103_evm1 1 0
BL06108_cuf2 2 0
BL06114_cuf5 2 0
BL06119_cuf6 1 0
BL06132_cuf0 2 0
BL06136_cuf0 4 0
BL06138_cuf0 1 0
BL06156_cuf0 1 0
BL06168_evm26 1 0
BL06194_evm3 1 0
BL06199_cuf6 3 0
BL06219_cuf4 1 0
BL06222_cuf1 2 0
BL06235_evm0 1 0
BL06246_cuf1 1 0
BL06262_cuf7 1 0
BL06264_cuf6 1 1
BL06266_cuf9 1 0
BL06268_evm1 4 0
BL06273_cuf0 1 0
BL06276_cuf9 6 0
BL06295_cuf1 6 0
BL06297_cuf0 3 0
BL06317_evm0 1 0
BL06321_cuf2 3 0
BL06327_cuf0 1 0
BL06367_evm0 1 0
BL06369_cuf4 1 0
BL06372_evm0 1 0
BL06373_cuf0 2 0
BL06382_cuf4 3 0
BL06389_cuf1 5 0
BL06402_cuf5 1 0
BL06403_evm0 1 0
BL06410_evm0 3 0
BL06434_cuf4 1 0
BL06437_cuf1 1 0
BL06439_evm0 1 0
BL06451_cuf2 1 0
BL06473_cuf2 1 0
BL06476_cuf0 2 0
BL06488_cuf3 2 0
BL06493_evm6 1 0
BL06495_evm0 2 0
BL06544_cuf1 1 0
BL06549_cuf5 4 0
BL06550_cuf0 4 0
BL06560_cuf0 3 0
BL06563_cuf1 1 0
BL06569_evm1 2 0
BL06572_cuf4 1 0
BL06575_cuf0 2 0
BL06584_evm0 2 0
BL06592_cuf2 3 0
BL06593_cuf5 2 0
BL06594_cuf0 11 0
BL06595_evm3 1 0
BL06603_evm0 1 0
BL06607_evm1 2 0
BL06613_evm17 5 0
BL06618_evm1 1 0
BL06619_cuf2 1 0
BL06625_cuf0 1 0
BL06627_cuf1 1 0
BL06628_cuf1 2 0
BL06656_evm4 1 0
BL06657_cuf18 2 0
BL06666_evm0 2 0
BL06677_cuf2 1 0
BL06685_cuf0 0 4
BL06687_evm0 2 0
BL06690_cuf0 1 0
BL06698_cuf0 2 0
BL06703_evm0 1 0
BL06706_cuf0 1 0
BL06716_cuf2 5 0
BL06718_cuf1 2 0
BL06723_evm1 4 0
BL06728_cuf0 1 0
BL06738_cuf1 1 0
BL06741_cuf5 1 0
BL06761_evm0 7 0
BL06762_cuf0 1 0
BL06763_evm3 1 0
BL06766_cuf2 1 0
BL06775_cuf0 1 0
BL06776_cuf0 16 0
BL06780_cuf0 1 0
BL06784_cuf0 1 0
BL06804_cuf0 17 0
BL06814_cuf0 3 0
BL06817_cuf0 1 0
BL06818_cuf1 2 0
BL06828_cuf0 1 0
BL06840_evm1 1 0
BL06850_cuf4 3 0
BL06852_cuf0 3 0
BL06853_cuf0 2 0
BL06874_cuf3 1 0
BL06883_cuf1 2 0
BL06896_cuf7 1 0
BL06897_cuf29 3 0
BL06905_cuf0 1 0
BL06912_evm0 1 0
BL06916_cuf1 1 0
BL06938_cuf8 1 0
BL06942_cuf9 2 0
BL06944_evm2 1 0
BL06945_evm19 4 0
BL06953_cuf1 1 0
BL06958_cuf0 21 0
BL06973_evm1 3 0
BL06986_cuf0 1 0
BL06993_cuf0 2 0
BL06998_cuf1 2 0
BL07000_cuf2 1 0
BL07002_cuf5 1 0
BL07003_cuf4 1 0
BL07006_cuf0 1 0
BL07007_cuf1 5 0
BL07011_evm2 4 0
BL07013_evm1 2 0
BL07021_evm1 2 0
BL07062_evm0 2 0
BL07090_cuf0 2 0
BL07092_cuf4 5 0
BL07095_evm0 1 0
BL07110_cuf1 1 0
BL07129_cuf1 1 0
BL07142_cuf2 2 0
BL07164_cuf2 1 0
BL07209_cuf9 1 0
BL07217_cuf1 3 0
BL07219_cuf2 2 0
BL07220_evm5 1 0
BL07225_evm0 1 0
BL07240_evm12 1 0
BL07252_cuf7 3 0
BL07253_cuf0 3 0
BL07268_cuf4 1 0
BL07269_cuf1 1 0
BL07271_evm0 1 0
BL07276_cuf1 1 0
BL07278_evm3 1 0
BL07290_cuf8 2 0
BL07302_evm1 1 0
BL07303_cuf0 2 0
BL07306_evm0 1 0
BL07331_cuf2 2 0
BL07333_evm0 1 0
BL07335_evm7 4 0
BL07336_cuf1 1 0
BL07339_evm0 5 0
BL07343_cuf5 2 0
BL07355_cuf2 1 0
BL07377_cuf0 3 0
BL07382_cuf0 1 0
BL07413_cuf4 1 0
BL07417_cuf0 1 0
BL07422_cuf0 1 0
BL07435_cuf0 3 0
BL07437_cuf0 2 0
BL07443_cuf11 9 0
BL07448_cuf0 1 0
BL07475_cuf9 2 0
BL07478_evm1 1 0
BL07490_cuf0 1 0
BL07493_cuf0 1 0
BL07497_cuf0 1 0
BL07502_cuf0 1 0
BL07514_cuf12 6 0
BL07518_cuf2 2 0
BL07526_cuf0 2 0
BL07541_cuf0 1 0
BL07546_cuf0 1 0
BL07556_cuf1 3 0
BL07569_cuf0 1 0
BL07587_cuf0 1 0
BL07603_evm10 1 0
BL07610_cuf3 3 0
BL07612_evm0 1 0
BL07634_evm0 2 0
BL07657_evm0 1 0
BL07665_evm1 6 0
BL07676_cuf1 6 0
BL07680_cuf2 3 0
BL07684_evm0 1 0
BL07686_cuf1 1 0
BL07701_evm1 1 0
BL07716_cuf0 3 0
BL07729_evm3 1 0
BL07735_cuf5 2 0
BL07740_evm0 1 0
BL07750_cuf0 0 1
BL07760_cuf12 5 0
BL07763_cuf3 6 0
BL07769_evm0 1 0
BL07772_cuf1 2 0
BL07773_evm0 4 0
BL07787_cuf0 1 0
BL07792_cuf0 3 0
BL07802_cuf5 1 0
BL07808_evm0 1 0
BL07814_cuf1 1 0
BL07833_evm0 7 0
BL07838_cuf17 1 0
BL07839_cuf0 1 0
BL07842_cuf0 1 0
BL07848_evm1 3 0
BL07865_cuf0 2 0
BL07866_cuf1 2 0
BL07898_cuf1 2 0
BL07900_evm0 1 0
BL07906_cuf0 2 0
BL07913_cuf0 1 0
BL07937_cuf1 2 0
BL07938_cuf10 2 0
BL07947_evm2 5 0
BL07962_cuf0 2 0
BL07967_cuf0 2 0
BL08000_evm0 2 0
BL08005_evm0 5 0
BL08018_cuf9 9 0
BL08026_cuf4 1 0
BL08034_cuf9 3 0
BL08037_evm0 1 0
BL08039_cuf2 1 0
BL08040_evm0 4 0
BL08051_evm3 1 0
BL08056_cuf1 1 0
BL08057_cuf10 3 0
BL08058_cuf1 2 0
BL08060_cuf1 1 0
BL08063_evm9 2 0
BL08071_cuf7 1 0
BL08089_cuf4 9 0
BL08093_cuf0 2 0
BL08096_cuf1 1 0
BL08105_cuf0 2 0
BL08136_evm0 2 0
BL08138_cuf7 4 0
BL08143_cuf11 1 0
BL08146_evm0 1 0
BL08150_cuf0 2 0
BL08156_evm11 1 0
BL08174_cuf4 2 0
BL08175_cuf3 2 0
BL08176_cuf0 1 0
BL08184_evm0 1 0
BL08185_evm0 5 0
BL08197_cuf0 1 0
BL08212_cuf11 1 0
BL08221_cuf0 0 1
BL08228_cuf1 2 0
BL08230_cuf0 0 5
BL08245_cuf3 4 0
BL08249_cuf1 1 0
BL08281_cuf0 1 0
BL08289_cuf0 2 0
BL08298_cuf3 1 0
BL08300_evm0 4 0
BL08301_evm0 1 0
BL08317_cuf2 1 0
BL08318_cuf2 1 0
BL08334_cuf0 1 0
BL08336_cuf0 1 0
BL08338_cuf3 1 0
BL08367_cuf0 1 0
BL08384_evm4 1 0
BL08385_evm5 1 0
BL08399_evm4 2 0
BL08402_cuf0 3 0
BL08403_cuf0 2 0
BL08412_cuf3 1 0
BL08420_cuf0 1 0
BL08443_cuf0 46 0
BL08447_cuf0 2 0
BL08460_cuf5 1 0
BL08471_cuf1 1 0
BL08474_cuf0 5 0
BL08476_evm1 2 0
BL08481_cuf4 1 0
BL08485_cuf2 2 0
BL08488_cuf1 3 0
BL08491_cuf14 2 0
BL08495_evm0 4 0
BL08497_cuf1 1 0
BL08505_cuf0 1 0
BL08506_cuf0 3 0
BL08522_cuf0 1 0
BL08529_cuf0 1 0
BL08531_cuf2 1 0
BL08539_evm0 27 0
BL08553_cuf1 3 0
BL08555_cuf0 1 0
BL08556_evm1 1 0
BL08571_cuf0 2 0
BL08578_evm12 1 0
BL08583_cuf2 3 0
BL08588_evm0 1 0
BL08595_evm0 1 0
BL08605_cuf0 1 0
BL08607_evm0 1 0
BL08617_evm1 1 0
BL08618_evm0 1 0
BL08619_cuf0 0 1
BL08627_evm1 1 0
BL08634_cuf9 2 0
BL08645_evm0 10 0
BL08649_cuf0 8 0
