Transcript Sense_junction_reads Antisense_junction_reads
BL14839_cuf2 1 0
BL14910_cuf0 1 0
BL14966_cuf0 1 0
BL15060_cuf5 4 0
BL15061_cuf1 1 0
BL15112_cuf7 1 0
BL15123_cuf1 1 0
BL15170_cuf1 1 0
BL15211_cuf0 1 0
BL15278_cuf9 1 0
BL15345_cuf0 1 0
BL15375_cuf0 2 0
BL15399_cuf0 1 0
BL15409_cuf0 1 0
BL15448_cuf10 1 0
BL15449_cuf0 1 0
BL15517_cuf3 2 0
BL15565_evm1 1 0
BL15631_cuf1 4 0
BL15722_evm1 1 0
BL15729_cuf0 1 0
BL15737_cuf0 1 0
BL15756_cuf27 4 0
BL15772_cuf0 1 0
BL15788_cuf0 0 1
BL15862_cuf0 2 0
BL15864_cuf4 1 0
BL15950_cuf9 1 0
BL15951_evm0 1 0
BL15953_evm12 1 0
BL15961_cuf2 2 0
BL15991_cuf1 1 0
BL16026_evm0 0 1
BL16055_cuf10 2 0
BL16114_evm8 1 0
BL16120_evm6 0 13
BL16252_cuf2 1 0
BL16280_cuf3 1 0
BL16301_cuf4 1 0
BL16392_evm0 1 0
BL16460_cuf1 1 0
BL16507_cuf1 0 1
BL16517_cuf1 3 0
BL16533_cuf5 1 0
BL16552_evm0 1 0
BL16569_cuf1 6 0
BL16777_cuf1 1 0
BL16823_cuf0 1 0
BL16880_cuf0 1 0
BL16884_cuf5 1 0
BL16934_evm0 1 0
BL17008_cuf4 1 0
BL17161_cuf1 1 0
BL17215_cuf17 4 0
BL17220_evm0 1 0
BL17318_cuf3 1 0
BL17332_cuf1 1 0
BL17334_cuf0 3 0
BL17352_cuf0 1 0
BL17373_evm4 1 0
BL17409_evm0 1 0
BL17485_cuf5 2 0
BL17486_evm13 2 0
BL17566_cuf1 1 0
BL17641_cuf0 1 0
BL17642_cuf27 1 0
BL17644_cuf4 1 0
BL17750_evm6 1 0
BL17751_evm0 3 0
BL17818_cuf12 2 0
BL17849_cuf3 4 0
BL17994_cuf2 1 0
BL18001_cuf3 1 0
BL18047_cuf0 1 0
BL18076_cuf2 1 0
BL18100_cuf0 1 0
BL18111_cuf0 1 0
BL18115_evm2 3 0
BL18204_cuf6 1 0
BL18207_evm2 1 0
BL18316_evm0 2 0
BL18375_cuf1 1 0
BL18478_cuf5 2 0
BL18489_cuf28 2 0
BL18513_cuf2 1 0
BL18595_evm6 1 0
BL18606_cuf5 1 0
BL18620_cuf8 1 0
BL18623_cuf11 1 0
BL18644_evm2 1 0
BL18677_cuf0 2 0
BL18713_cuf1 1 0
BL18717_cuf27 5 0
BL18741_cuf1 2 0
BL18777_cuf8 1 0
BL18808_cuf0 3 0
BL18846_cuf3 4 0
BL18886_cuf1 1 0
BL18905_cuf4 2 0
BL18916_cuf4 1 0
BL18947_cuf0 1 0
BL19022_cuf1 1 0
BL19028_cuf0 1 0
BL19029_cuf1 0 1
BL19062_cuf4 3 0
BL19133_evm0 1 0
BL19214_cuf4 1 0
BL19234_evm4 2 0
BL19274_evm1 1 0
BL19334_cuf9 1 0
BL19402_evm0 1 0
BL19403_cuf3 1 0
BL19419_cuf0 1 0
BL19510_cuf1 2 0
BL19543_cuf0 1 0
BL19673_cuf2 1 0
BL19699_cuf4 1 0
BL19791_cuf0 1 0
BL19813_cuf4 1 0
BL19939_cuf12 12 0
BL19990_cuf4 2 0
BL20015_cuf1 1 0
BL20058_cuf0 1 0
BL20114_evm0 1 0
BL20127_evm0 3 0
BL20180_cuf1 1 0
BL20249_evm9 5 0
BL20305_cuf5 1 0
BL20332_evm1 1 0
BL20345_evm0 1 0
BL20409_evm1 1 0
BL20434_evm0 1 0
BL20495_cuf0 28 0
BL20532_cuf4 1 0
BL20565_evm3 1 0
BL20585_cuf0 2 0
BL20597_evm0 1 0
BL20608_cuf16 1 0
BL20705_cuf0 1 0
BL20856_evm0 1 0
BL20865_cuf0 1 0
BL20871_cuf1 1 0
BL20886_cuf0 1 0
BL20899_evm4 1 0
BL20953_cuf1 1 0
BL21046_cuf0 0 1
BL21063_cuf0 1 0
BL21099_cuf2 1 0
BL21129_cuf4 1 0
BL21166_cuf1 1 0
BL21183_cuf1 1 0
BL21228_cuf0 1 0
BL21269_evm1 1 0
BL21286_cuf2 1 0
BL21394_cuf3 1 0
BL21408_evm6 1 0
BL21409_cuf2 3 0
BL21437_cuf0 2 0
BL21452_cuf1 2 0
BL21562_cuf0 1 0
BL21573_cuf0 1 0
BL21614_evm0 1 0
BL21685_cuf0 1 0
BL21691_cuf0 1 0
BL21694_cuf0 1 0
BL21712_cuf1 1 0
BL21713_evm3 1 0
BL21735_cuf0 2 0
BL21769_evm1 1 0
BL21783_evm1 1 0
BL21814_cuf5 1 0
BL21829_evm1 2 0
BL21960_cuf4 1 0
BL21967_cuf12 35 0
BL22001_evm7 1 0
BL22030_evm0 1 0
BL22075_cuf0 2 0
BL22117_evm0 1 0
BL22152_cuf4 1 0
BL22165_cuf2 2 0
BL22172_cuf2 1 0
BL22195_cuf7 1 0
BL22225_cuf1 1 0
BL22253_cuf0 1 0
BL22284_evm0 1 0
BL22379_cuf0 2 0
BL22437_cuf1 1 0
BL22445_cuf0 1 0
BL22462_evm0 1 0
BL22516_evm2 3 0
BL22525_cuf0 5 0
BL22540_cuf0 1 0
BL22542_cuf24 1 0
BL22571_cuf5 7 0
BL22578_cuf0 1 0
BL22586_cuf34 2 0
BL22645_cuf2 2 0
BL22665_cuf10 1 0
BL22666_cuf0 1 0
BL22683_cuf2 3 0
BL22735_evm0 4 0
BL22769_evm4 1 0
BL22803_cuf1 1 0
BL22804_cuf0 1 0
BL22846_cuf0 1 0
BL22863_evm24 1 0
BL22891_cuf3 1 0
BL22927_evm7 1 0
BL22944_cuf1 1 0
BL22954_cuf0 1 0
BL22998_cuf2 1 0
BL23043_cuf9 1 0
BL23045_cuf1 1 0
BL23062_evm1 2 0
BL23164_evm3 1 0
BL23224_evm1 1 0
BL23255_cuf4 2 0
BL23337_cuf0 2 0
BL23364_cuf0 1 0
BL23388_cuf7 1 0
BL23394_cuf0 0 1
BL23432_cuf0 1 0
BL23463_cuf35 1 0
BL23468_cuf0 1 0
BL23551_cuf0 1 0
BL23557_cuf0 1 0
BL23619_cuf0 1 0
BL23620_cuf0 1 0
BL23705_evm0 1 0
BL23749_cuf0 2 0
BL23858_evm1 1 0
BL23878_cuf2 1 0
BL23879_evm4 1 0
BL23908_evm0 6 0
BL24043_cuf0 2 0
BL24053_evm1 1 0
BL24064_cuf1 1 0
BL24107_cuf1 2 0
BL24127_cuf0 1 0
BL24288_evm4 1 0
BL24317_cuf1 5 0
BL24353_evm10 1 0
BL24390_cuf0 1 0
BL24394_cuf0 1 0
BL24407_cuf1 1 0
BL24416_cuf0 4 0
BL24441_cuf0 1 0
BL24460_cuf0 1 0
BL24495_cuf0 2 0
BL24528_cuf1 1 0
BL24662_cuf0 1 0
BL24677_cuf1 1 0
BL24690_cuf2 1 0
BL24691_cuf5 6 0
BL24736_cuf0 1 0
BL24782_cuf3 1 0
BL24840_cuf0 2 0
BL24895_cuf1 1 0
BL24940_cuf1 1 0
BL24956_evm0 1 0
BL25013_evm9 1 0
BL25074_evm0 2 0
BL25249_evm0 0 1
BL25386_evm3 1 0
BL25667_evm0 2 0
BL27672_evm0 1 0
BL28448_evm0 0 22
BL29304_evm0 2 0
BL29777_evm0 1 0
BL29788_evm0 1 0
BL30128_evm0 0 1
BL32240_evm0 1 0
BL32285_evm0 1 0
BL33375_cuf0 2 0
BL33377_cuf0 2 0
BL33379_cuf0 1 0
BL33381_cuf0 2 0
BL37482_cuf0 1 0
BL39841_cuf0 1 0
BL43180_cuf0 2 0
BL43795_cuf0 1 0
BL44922_cuf0 1 0
BL50640_cuf0 8 0
BL53436_cuf2 52 0
BL53437_cuf1 1 0
BL55632_cuf0 1 0
BL56414_cuf0 1 0
BL61221_cuf0 1 0
BL70731_cuf0 1 0
BL71735_cuf0 1 0
BL72045_cuf0 1 0
BL72735_cuf6 1 0
BL74986_cuf4 5 0
BL78419_cuf0 1 0
BL83219_cuf1 1 0
BL83748_cuf1 1 0
BL88770_cuf0 5 0
BL90962_cuf0 1 0
BL95063_evm0 1 0
BL95109_evm0 1 0
BL95162_evm1 1 0
BL95164_evm1 2 0
BL95168_evm0 1 0
BL95170_evm0 2 0
BL95256_evm0 1 0
BL95257_evm1 1 0
BL95258_evm0 1 0
BL95309_evm1 1 0
BL95355_evm2 1 0
BL95398_evm0 2 0
BL95417_evm0 1 0
BL95431_evm4 0 1
BL95458_evm4 1 0
BL95483_evm0 4 0
BL95505_evm1 3 0
BL95506_evm0 14 0
BL95507_evm0 1 0
BL95707_evm1 2 0
BL95725_evm0 1 0
BL95774_evm1 2 0
BL95807_evm1 7 0
BL95814_evm0 1 0
BL95940_evm0 1 0
BL95954_evm0 1 0
BL95955_evm1 1 0
BL95988_evm0 1 0
BL96036_evm0 1 0
BL96092_evm1 3 0
BL96142_evm0 5 0
BL96156_evm0 1 0
BL96198_cuf7 4 0
BL96225_cuf3 6 0
BL96322_cuf6 2 0
BL96375_cuf32 3 0
BL96380_cuf44 1 0
BL96381_cuf45 7 0
BL96382_cuf49 2 0
BL96383_cuf51 8 0
BL96384_cuf62 5 0
BL96385_cuf64 1 0
BL96388_cuf67 1 0
BL96390_cuf69 1 0
BL96392_cuf71 2 0
BL96395_cuf75 1 0
BL96398_cuf80 1 0
BL96526_cuf8 1 0
BL96589_cuf20 1 0
BL96590_cuf0 2 0
BL96657_cuf13 1 0
BL96745_cuf0 1 0
BL96750_cuf8 2 0
BL96751_cuf3 1 0
BL96904_cuf0 2 0
BL96920_cuf0 1 0
BL96922_cuf1 1 0
BL97001_cuf3 1 0
BL97089_cuf1 25 0
BL97090_cuf29 10 0
BL97118_cuf0 10 0
BL97119_cuf9 1 0
BL97204_cuf0 1 0
BL97219_cuf0 1 0
BL97252_cuf0 1 0
BL97268_cuf1 1 0
BL97272_cuf8 8 0
BL97365_cuf1 1 0
BL97416_cuf11 2 0
BL97455_cuf7 1 0
