Transcript Sense_junction_reads Antisense_junction_reads
BL04070_cuf0 1 0
BL04077_evm0 2 0
BL04091_cuf4 1 0
BL04096_cuf0 7 0
BL04098_cuf3 1 0
BL04099_cuf0 1 0
BL04100_evm0 0 1
BL04107_evm3 2 0
BL04110_evm0 5 0
BL04134_cuf5 1 0
BL04137_cuf1 1 0
BL04216_cuf12 1 0
BL04223_cuf0 1 0
BL04265_cuf0 1 0
BL04295_cuf5 1 0
BL04307_cuf15 1 0
BL04322_cuf2 1 0
BL04328_cuf4 1 0
BL04345_cuf3 4 0
BL04350_cuf0 1 0
BL04353_cuf0 1 0
BL04360_cuf0 8 0
BL04372_cuf0 1 0
BL04380_cuf0 1 0
BL04386_cuf2 1 0
BL04387_cuf0 1 0
BL04391_cuf0 1 0
BL04393_evm2 1 0
BL04409_evm0 8 0
BL04443_cuf0 1 0
BL04446_cuf8 2 0
BL04491_evm0 1 0
BL04505_evm6 1 0
BL04515_cuf0 1 0
BL04533_cuf24 1 0
BL04538_cuf0 1 0
BL04555_evm6 1 0
BL04580_cuf2 3 0
BL04583_cuf2 4 0
BL04603_cuf1 1 0
BL04607_cuf0 2 0
BL04617_cuf2 1 0
BL04630_cuf11 1 0
BL04632_cuf1 2 0
BL04654_cuf0 1 0
BL04678_cuf2 3 0
BL04698_evm0 1 0
BL04715_cuf8 5 0
BL04716_evm0 2 0
BL04724_evm0 1 0
BL04752_cuf2 3 0
BL04763_evm1 1 0
BL04791_cuf3 1 0
BL04806_cuf11 1 0
BL04831_cuf0 1 0
BL04835_evm0 0 1
BL04858_cuf2 1 0
BL04869_evm0 1 0
BL04872_cuf2 3 0
BL04890_cuf6 2 0
BL04900_cuf0 0 4
BL04904_cuf0 1 0
BL04912_cuf0 1 0
BL04915_cuf0 2 0
BL04928_cuf0 1 0
BL04947_cuf8 2 0
BL04952_cuf9 5 0
BL04960_evm0 1 0
BL04963_cuf9 1 0
BL04967_evm0 1 0
BL04969_cuf1 1 0
BL04978_cuf0 1 0
BL04987_cuf0 2 0
BL04998_cuf1 2 0
BL05006_cuf0 1 0
BL05008_cuf1 1 0
BL05021_cuf0 3 0
BL05053_evm0 1 0
BL05059_cuf0 2 0
BL05067_cuf6 1 0
BL05071_cuf1 1 0
BL05074_cuf2 10 0
BL05088_evm10 1 0
BL05095_evm0 1 0
BL05096_cuf32 1 0
BL05107_evm8 1 0
BL05112_cuf2 1 0
BL05116_evm1 3 1
BL05130_evm1 3 0
BL05139_cuf4 8 0
BL05140_cuf0 1 0
BL05143_evm1 1 0
BL05152_evm3 4 0
BL05177_cuf0 1 0
BL05178_evm0 1 0
BL05191_evm0 1 0
BL05202_cuf1 2 0
BL05239_cuf1 1 0
BL05248_cuf6 1 0
BL05251_cuf7 1 0
BL05289_evm8 1 0
BL05303_evm0 2 0
BL05310_cuf2 8 0
BL05315_cuf10 4 0
BL05324_cuf0 1 0
BL05347_evm0 4 0
BL05353_evm6 1 0
BL05404_cuf2 2 0
BL05416_cuf1 1 0
BL05419_cuf8 1 0
BL05422_evm0 3 0
BL05425_cuf0 1 0
BL05427_cuf4 1 0
BL05435_cuf12 2 0
BL05470_cuf0 3 0
BL05493_evm0 1 0
BL05545_cuf0 1 0
BL05579_cuf2 1 0
BL05597_cuf0 1 0
BL05602_evm0 4 0
BL05645_evm4 1 0
BL05661_evm1 9 0
BL05726_cuf1 4 0
BL05733_cuf12 2 0
BL05735_evm0 1 0
BL05746_evm27 1 0
BL05749_cuf0 1 0
BL05763_cuf1 1 0
BL05773_evm2 1 0
BL05775_cuf0 2 0
BL05805_cuf2 1 0
BL05818_cuf0 1 0
BL05828_cuf0 2 0
BL05842_cuf1 1 0
BL05867_cuf0 2 0
BL05870_cuf9 1 0
BL05889_evm0 5 0
BL05902_cuf3 1 0
BL05931_cuf2 1 0
BL05933_cuf22 2 0
BL05936_evm9 0 1
BL05950_cuf0 3 0
BL05964_cuf1 1 0
BL05974_cuf0 3 0
BL05983_evm11 1 1
BL06000_cuf2 1 0
BL06004_evm1 4 0
BL06009_cuf18 1 0
BL06025_cuf10 4 0
BL06031_cuf7 1 0
BL06046_evm6 2 0
BL06069_cuf25 1 0
BL06073_cuf0 1 0
BL06080_cuf1 2 0
BL06086_evm0 11 0
BL06090_cuf3 1 0
BL06097_cuf6 0 1
BL06114_cuf5 1 0
BL06117_evm2 2 0
BL06132_cuf0 2 0
BL06168_evm26 1 0
BL06210_cuf2 1 0
BL06219_cuf4 1 0
BL06225_evm0 2 0
BL06227_cuf0 1 0
BL06251_cuf0 1 0
BL06276_cuf9 2 0
BL06321_cuf2 1 0
BL06322_evm3 1 0
BL06342_cuf0 1 0
BL06350_cuf0 1 0
BL06362_cuf0 1 0
BL06364_cuf7 1 0
BL06367_evm0 3 0
BL06369_cuf4 1 0
BL06389_cuf1 1 0
BL06398_cuf2 2 0
BL06403_evm0 1 0
BL06414_evm0 1 0
BL06466_evm0 1 0
BL06509_cuf3 1 0
BL06545_cuf1 4 0
BL06563_cuf1 1 0
BL06564_evm1 1 0
BL06573_cuf20 1 0
BL06578_cuf0 1 0
BL06594_cuf0 4 0
BL06613_evm17 1 0
BL06628_cuf1 1 0
BL06656_evm4 1 0
BL06657_cuf18 1 0
BL06685_cuf0 1 0
BL06696_cuf2 0 1
BL06707_cuf1 2 0
BL06714_evm9 1 0
BL06716_cuf2 4 0
BL06718_cuf1 1 0
BL06723_evm1 1 0
BL06741_cuf5 5 0
BL06763_evm3 1 0
BL06781_cuf1 1 0
BL06818_cuf1 1 0
BL06824_evm0 1 0
BL06826_cuf1 1 0
BL06832_cuf2 1 0
BL06850_cuf4 1 0
BL06852_cuf0 1 0
BL06873_evm1 4 0
BL06874_cuf3 2 0
BL06877_evm3 0 1
BL06883_cuf1 1 0
BL06897_cuf29 2 0
BL06906_evm0 4 0
BL06942_cuf9 1 0
BL06945_evm19 2 0
BL06951_evm1 1 0
BL06971_cuf0 1 0
BL06973_evm1 1 0
BL06976_cuf4 1 0
BL06991_cuf2 1 0
BL06994_evm5 1 0
BL07003_cuf4 1 0
BL07084_cuf3 3 0
BL07092_cuf4 1 0
BL07094_cuf5 0 1
BL07095_evm0 1 0
BL07126_evm0 1 0
BL07150_cuf0 2 0
BL07160_cuf6 1 0
BL07164_cuf2 1 0
BL07172_evm3 2 0
BL07173_evm3 1 0
BL07187_cuf0 1 0
BL07202_evm21 1 0
BL07214_cuf2 2 0
BL07229_cuf0 1 0
BL07290_cuf8 1 0
BL07302_evm1 1 0
BL07303_cuf0 1 0
BL07317_cuf7 1 0
BL07336_cuf1 1 0
BL07364_cuf26 1 0
BL07365_cuf3 1 0
BL07377_cuf0 8 0
BL07387_cuf3 1 0
BL07417_cuf0 1 0
BL07422_cuf0 1 0
BL07437_cuf0 1 0
BL07474_evm7 3 0
BL07477_cuf2 1 0
BL07485_cuf0 1 0
BL07488_cuf0 1 0
BL07494_cuf0 1 0
BL07502_cuf0 1 0
BL07514_cuf12 1 0
BL07515_cuf1 1 0
BL07516_evm0 4 0
BL07526_cuf0 1 0
BL07543_cuf21 1 0
BL07564_cuf3 1 0
BL07569_cuf0 4 0
BL07626_cuf0 1 0
BL07639_cuf0 2 0
BL07665_evm1 1 0
BL07666_cuf7 1 0
BL07676_cuf1 16 0
BL07680_cuf2 1 0
BL07684_evm0 1 0
BL07695_cuf3 1 0
BL07715_cuf8 2 0
BL07716_cuf0 3 0
BL07735_cuf5 1 0
BL07736_cuf1 1 0
BL07748_evm0 3 0
BL07763_cuf3 1 0
BL07766_evm7 2 0
BL07772_cuf1 1 0
BL07773_evm0 2 0
BL07787_cuf0 1 0
BL07808_evm0 4 0
BL07829_cuf4 1 0
BL07835_cuf1 1 0
BL07838_cuf17 2 0
BL07898_cuf1 2 0
BL07912_evm6 1 0
BL07918_cuf1 1 0
BL07937_cuf1 2 0
BL07953_cuf1 1 0
BL07997_cuf0 1 0
BL08004_cuf2 1 0
BL08018_cuf9 20 0
BL08026_cuf4 1 0
BL08054_cuf2 1 0
BL08057_cuf10 1 0
BL08060_cuf1 1 0
BL08089_cuf4 9 0
BL08099_cuf6 2 0
BL08110_evm0 2 0
BL08136_evm0 1 0
BL08137_evm7 2 0
BL08143_cuf11 1 0
BL08150_cuf0 3 0
BL08155_evm2 2 0
BL08156_evm11 1 0
BL08185_evm0 4 0
BL08228_cuf1 2 0
BL08242_cuf0 1 0
BL08281_cuf0 1 0
BL08290_cuf0 6 0
BL08312_evm0 1 0
BL08318_cuf2 1 0
BL08396_evm0 1 0
BL08402_cuf0 1 0
BL08412_cuf3 2 0
BL08443_cuf0 1 0
BL08452_cuf0 1 0
BL08460_cuf5 1 0
BL08474_cuf0 1 0
BL08478_cuf2 3 0
BL08481_cuf4 3 0
BL08487_cuf0 2 0
BL08501_cuf2 2 0
BL08510_cuf2 1 0
BL08522_cuf0 2 0
BL08539_evm0 2 0
BL08577_evm5 1 0
BL08595_evm0 1 0
BL08607_evm0 1 0
BL08608_cuf3 1 0
BL08620_evm3 1 0
BL08645_evm0 5 0
BL08650_evm0 1 0
BL08669_evm31 2 0
BL08684_cuf0 3 0
BL08690_cuf2 1 0
BL08693_cuf0 2 0
BL08720_cuf0 1 0
BL08739_cuf0 0 1
BL08751_cuf0 1 0
BL08761_cuf8 1 0
BL08770_evm0 1 0
BL08829_cuf0 2 0
BL08873_cuf0 2 0
BL08877_evm0 1 0
BL08892_cuf2 5 0
BL08913_cuf0 1 0
BL08925_cuf0 2 0
BL08931_cuf0 1 0
BL08990_cuf0 1 0
BL08998_cuf0 22 0
BL09013_evm1 2 0
BL09016_evm3 1 0
BL09037_evm0 1 0
BL09057_evm0 1 0
BL09078_cuf6 2 0
BL09088_cuf4 9 0
BL09109_cuf11 1 0
BL09112_evm0 0 1
BL09120_cuf2 1 0
BL09134_evm2 5 0
BL09142_evm14 2 0
BL09217_evm0 2 0
BL09259_evm1 1 0
BL09261_cuf10 1 0
BL09280_evm1 1 0
BL09286_evm4 1 0
BL09303_cuf0 11 0
BL09334_evm3 2 0
BL09343_evm0 1 0
BL09347_cuf0 1 0
BL09354_cuf2 1 0
BL09364_evm0 2 0
BL09390_cuf4 2 0
BL09399_evm0 8 0
BL09434_cuf5 1 0
BL09448_cuf0 1 0
BL09466_cuf4 1 0
BL09485_evm1 1 0
BL09505_evm0 1 0
BL09527_cuf0 2 0
BL09543_cuf0 1 0
BL09552_evm0 1 0
BL09556_cuf11 1 0
BL09570_cuf1 2 0
BL09580_evm0 1 0
BL09581_cuf4 1 0
BL09594_cuf12 2 0
BL09614_evm0 1 0
BL09626_cuf3 1 0
BL09644_cuf1 2 0
BL09682_cuf0 1 0
BL09701_cuf1 1 0
BL09705_cuf2 3 0
BL09735_cuf1 1 0
BL09751_cuf5 10 0
BL09754_cuf6 1 0
BL09778_cuf6 1 0
BL09787_cuf11 2 0
BL09813_evm0 4 0
BL09815_cuf0 1 0
BL09834_cuf4 1 0
BL09861_evm6 2 0
BL09894_cuf0 1 0
BL09927_evm0 1 0
BL09936_cuf6 1 0
BL09971_cuf1 3 0
BL09992_evm1 2 0
BL09998_cuf1 2 0
BL10037_cuf6 3 0
BL10052_cuf14 1 0
BL10057_cuf0 1 0
BL10058_cuf3 4 0
BL10072_evm0 18 0
BL10076_cuf15 2 0
BL10081_cuf1 1 0
BL10089_evm0 0 1
BL10091_cuf29 2 0
BL10143_cuf0 1 0
BL10153_cuf5 1 0
BL10179_cuf3 2 0
BL10190_cuf1 1 0
BL10201_cuf1 8 0
BL10206_cuf5 1 0
BL10231_cuf0 2 0
BL10233_cuf0 1 0
BL10269_cuf22 1 0
BL10273_cuf1 7 0
BL10289_cuf0 1 0
BL10311_cuf1 1 0
BL10321_cuf6 2 0
BL10323_evm0 1 0
BL10329_cuf1 2 0
BL10338_cuf0 1 0
BL10348_cuf4 1 0
BL10358_cuf41 1 0
BL10368_cuf4 1 0
BL10374_cuf4 1 0
BL10377_cuf3 1 0
BL10390_cuf0 1 0
BL10396_cuf13 2 0
BL10401_evm3 1 0
BL10422_cuf2 1 0
BL10427_cuf0 1 0
BL10428_evm4 1 0
BL10431_evm9 1 0
BL10443_evm0 1 0
BL10451_cuf0 1 0
BL10461_cuf0 4 0
BL10475_evm0 1 0
BL10489_cuf3 1 0
BL10499_cuf2 1 0
BL10505_cuf0 1 0
BL10511_evm4 1 0
BL10521_evm1 8 0
BL10549_cuf0 1 0
BL10569_cuf0 2 0
BL10577_cuf17 19 0
BL10585_cuf4 1 0
BL10616_evm0 3 0
BL10632_evm3 1 0
BL10644_cuf0 1 0
BL10650_cuf1 1 0
BL10690_cuf10 1 0
BL10735_evm5 1 0
BL10773_evm3 1 0
BL10789_evm1 1 0
BL10795_cuf0 1 0
BL10810_cuf19 1 0
BL10833_cuf0 1 0
BL10837_cuf0 0 1
BL10838_cuf0 1 0
BL10863_cuf15 2 0
BL10866_cuf6 1 0
BL10870_cuf0 1 0
BL10879_cuf3 2 0
BL10891_cuf0 1 0
BL10895_evm4 2 0
BL10924_cuf0 1 0
BL10938_evm6 1 0
BL10943_cuf0 1 0
BL10960_cuf0 1 0
BL10964_cuf1 1 0
BL10967_evm0 1 0
BL10970_cuf0 9 0
BL11019_evm2 1 0
BL11041_cuf0 1 0
BL11066_cuf1 1 0
BL11086_cuf6 12 0
BL11089_evm9 2 0
BL11090_evm9 1 0
BL11099_cuf0 1 0
BL11100_cuf0 1 0
BL11117_evm10 1 0
BL11134_evm4 4 0
BL11147_cuf0 1 0
BL11167_evm2 5 0
BL11182_evm0 1 0
BL11216_evm0 1 0
BL11226_evm2 2 0
BL11235_evm1 2 0
BL11240_evm4 1 0
BL11241_cuf4 2 0
BL11261_cuf0 2 0
BL11264_evm19 2 0
BL11271_cuf0 1 0
BL11282_cuf2 3 0
BL11283_evm0 1 0
BL11287_cuf0 1 0
BL11296_evm0 1 0
BL11320_cuf10 3 0
BL11324_cuf1 1 0
BL11329_cuf1 7 0
BL11330_evm0 1 0
BL11342_cuf2 2 0
BL11348_evm0 1 0
BL11355_cuf0 1 0
BL11359_evm1 5 0
BL11368_cuf2 1 0
BL11373_evm0 1 0
BL11379_evm0 3 0
BL11398_cuf1 1 0
BL11411_evm4 1 0
BL11412_cuf2 3 0
BL11414_cuf0 1 0
BL11415_cuf5 1 0
BL11428_cuf6 1 0
BL11445_cuf0 1 0
BL11459_cuf1 1 0
BL11484_cuf0 1 0
BL11485_cuf0 1 0
BL11506_cuf4 1 0
BL11508_cuf0 1 0
BL11510_cuf2 1 0
BL11537_cuf16 1 0
BL11563_evm0 1 0
BL11580_cuf0 1 0
BL11591_cuf8 1 0
BL11596_cuf11 1 0
BL11621_cuf9 1 0
BL11624_cuf0 1 0
BL11627_evm0 1 0
BL11633_cuf4 1 0
BL11652_cuf0 1 0
BL11654_evm5 2 0
BL11660_cuf3 1 0
BL11694_cuf10 1 0
BL11696_evm0 4 0
BL11731_cuf0 1 0
BL11743_cuf0 3 0
BL11762_cuf1 2 0
BL11765_cuf1 3 0
BL11783_cuf0 1 0
BL11795_cuf0 1 0
BL11803_cuf0 1 0
BL11820_cuf0 1 0
BL11832_cuf0 3 0
BL11835_evm1 1 0
BL11839_cuf3 1 0
BL11843_cuf3 1 0
BL11844_cuf3 1 0
BL11848_cuf0 1 0
BL11860_cuf0 4 0
BL11866_cuf0 1 0
BL11881_cuf0 0 1
BL11890_cuf1 1 0
BL11899_evm0 1 0
BL11905_cuf6 2 0
BL11913_cuf0 1 0
BL11925_cuf5 3 0
BL11931_cuf0 1 0
BL11940_cuf2 2 0
BL11943_evm0 1 0
BL11944_cuf1 2 0
BL11951_cuf9 1 0
BL11974_evm8 1 0
BL11992_evm2 2 0
BL12006_cuf6 1 0
BL12015_cuf3 1 0
BL12029_evm0 1 0
BL12042_cuf5 1 0
BL12043_cuf0 2 0
BL12046_evm0 1 0
BL12049_evm0 0 1
BL12062_evm0 1 0
BL12122_cuf0 1 0
BL12124_evm0 1 0
BL12132_evm0 1 0
BL12141_cuf4 1 0
BL12149_evm1 1 0
BL12151_cuf0 1 0
BL12192_cuf3 3 0
BL12196_evm1 1 0
BL12227_cuf0 1 0
BL12253_cuf1 1 0
BL12254_cuf5 5 0
BL12283_cuf0 1 0
BL12291_cuf3 2 0
BL12307_cuf0 8 0
BL12316_cuf2 5 0
BL12324_evm0 3 0
BL12328_cuf7 1 0
BL12329_cuf5 4 0
BL12350_evm1 1 0
BL12351_cuf1 2 0
BL12355_evm0 1 0
BL12368_evm0 1 0
BL12371_cuf24 4 0
BL12394_cuf0 1 0
BL12401_cuf15 4 0
BL12403_cuf0 2 0
BL12421_evm0 1 0
BL12423_cuf0 1 0
BL12435_evm0 6 0
BL12444_cuf0 1 0
BL12450_evm1 0 2
BL12462_evm2 2 0
BL12465_cuf0 1 0
BL12475_evm0 2 0
BL12476_cuf0 1 0
BL12481_cuf0 2 0
BL12482_cuf10 1 0
BL12483_cuf1 1 0
BL12513_cuf0 3 0
BL12514_evm7 2 0
BL12521_cuf1 1 0
BL12552_evm0 1 0
BL12585_cuf5 1 0
BL12629_cuf2 2 0
BL12646_cuf1 1 0
BL12651_cuf1 2 0
BL12670_cuf2 1 0
BL12689_cuf0 1 0
BL12694_evm0 1 0
BL12702_cuf1 1 0
BL12761_cuf0 3 0
BL12762_evm1 1 0
BL12767_cuf4 3 0
BL12773_evm0 1 0
BL12796_evm4 1 0
BL12817_cuf0 2 0
BL12819_cuf8 1 0
BL12822_cuf7 1 0
BL12826_cuf0 2 0
BL12843_cuf2 1 0
BL12845_evm0 1 0
BL12852_evm0 1 0
BL12864_cuf0 1 0
BL12890_evm0 1 0
BL12937_evm0 2 0
BL12975_evm4 1 0
BL12986_cuf1 1 0
BL12987_cuf1 1 0
BL13017_cuf2 1 0
BL13028_cuf0 2 0
BL13049_cuf1 1 0
BL13074_evm0 6 0
BL13105_cuf0 1 0
BL13123_cuf3 3 0
BL13128_cuf1 1 0
BL13142_cuf11 1 0
BL13201_cuf1 1 0
BL13212_evm5 1 0
BL13214_cuf0 0 3
BL13223_cuf1 1 0
BL13238_cuf3 2 0
BL13248_cuf11 1 0
BL13279_cuf0 1 0
BL13297_cuf0 1 0
BL13301_cuf12 1 0
BL13310_cuf3 2 0
BL13311_cuf0 3 0
BL13340_cuf2 1 0
BL13341_cuf8 1 0
BL13342_cuf0 3 0
BL13383_cuf2 1 0
BL13414_cuf0 1 0
BL13429_cuf0 4 0
BL13435_evm1 3 0
BL13436_cuf0 1 0
BL13457_cuf6 1 0
BL13463_evm5 1 0
BL13490_evm0 8 0
BL13500_cuf1 2 0
BL13507_cuf0 2 0
BL13513_cuf0 1 0
BL13519_evm17 2 0
BL13531_cuf3 1 0
BL13584_evm0 1 0
BL13585_evm0 1 0
BL13586_evm14 5 0
BL13591_cuf0 1 0
BL13598_evm0 1 0
BL13605_evm0 1 0
BL13606_evm34 1 0
BL13635_cuf4 1 0
BL13654_cuf0 1 0
BL13668_evm7 5 0
BL13703_evm5 1 0
BL13731_cuf0 1 0
BL13748_cuf5 2 0
BL13785_cuf0 1 0
BL13793_evm1 1 0
BL13821_evm6 3 0
BL13836_cuf0 1 0
BL13859_cuf1 1 0
BL13863_cuf2 1 0
BL13869_cuf0 3 0
BL13893_cuf1 2 0
BL13894_evm7 1 0
BL13908_cuf2 1 0
BL13954_evm3 1 0
BL13962_cuf2 2 0
BL13965_cuf1 1 0
BL13967_evm1 1 0
BL13974_cuf10 1 0
BL13977_cuf0 1 0
BL13978_cuf0 1 0
BL13987_cuf5 7 0
BL14024_cuf0 1 0
BL14048_cuf0 2 0
BL14054_cuf0 2 0
BL14081_cuf0 2 0
BL14085_cuf1 2 0
BL14090_cuf3 1 0
BL14114_cuf0 1 0
BL14127_cuf0 1 0
