Transcript Sense_junction_reads Antisense_junction_reads
BL05308_evm0 1 0
BL05310_cuf2 1 0
BL05349_evm3 1 0
BL05353_evm6 1 0
BL05368_evm4 1 0
BL05384_cuf18 1 0
BL05385_cuf1 3 0
BL05397_evm8 1 0
BL05403_cuf0 1 0
BL05413_cuf1 1 0
BL05416_cuf1 2 0
BL05419_cuf8 5 0
BL05422_evm0 4 0
BL05423_cuf0 2 0
BL05432_cuf1 1 0
BL05435_cuf12 2 0
BL05445_cuf0 1 0
BL05470_cuf0 2 0
BL05480_evm0 1 0
BL05489_evm4 2 0
BL05507_cuf0 1 0
BL05511_cuf0 1 0
BL05549_cuf1 2 0
BL05597_cuf0 1 0
BL05602_evm0 2 0
BL05605_cuf10 1 0
BL05613_evm0 1 0
BL05616_cuf0 1 0
BL05635_evm0 1 0
BL05641_evm0 1 0
BL05648_cuf30 2 0
BL05661_evm1 6 0
BL05676_evm0 1 0
BL05697_cuf1 2 0
BL05703_cuf6 1 0
BL05717_cuf2 1 0
BL05726_cuf1 11 0
BL05735_evm0 3 0
BL05742_cuf0 1 0
BL05746_evm27 1 0
BL05749_cuf0 1 0
BL05758_cuf1 1 0
BL05763_cuf1 1 0
BL05770_evm0 1 0
BL05805_cuf2 1 0
BL05812_cuf3 1 0
BL05822_cuf5 1 0
BL05823_cuf0 1 0
BL05828_cuf0 4 0
BL05867_cuf0 3 0
BL05893_evm2 1 0
BL05933_cuf22 2 0
BL05950_cuf0 1 0
BL05963_cuf2 1 0
BL05968_cuf1 0 1
BL05974_cuf0 8 0
BL05983_evm11 1 0
BL05985_cuf0 1 0
BL05989_cuf5 1 0
BL05992_cuf1 2 0
BL05996_cuf1 1 0
BL06000_cuf2 3 0
BL06001_cuf1 2 0
BL06022_cuf0 1 0
BL06025_cuf10 1 0
BL06026_cuf2 1 0
BL06036_cuf3 1 0
BL06046_evm6 1 0
BL06048_cuf3 1 0
BL06051_cuf17 1 0
BL06071_cuf2 1 0
BL06080_cuf1 4 0
BL06086_evm0 77 0
BL06089_cuf1 1 0
BL06097_cuf6 1 2
BL06132_cuf0 2 0
BL06134_evm0 2 0
BL06136_cuf0 1 0
BL06156_cuf0 3 0
BL06176_evm0 1 0
BL06201_cuf1 1 0
BL06219_cuf4 2 0
BL06251_cuf0 1 0
BL06261_cuf4 1 0
BL06266_cuf9 2 0
BL06273_cuf0 2 0
BL06276_cuf9 2 0
BL06294_cuf0 1 0
BL06295_cuf1 2 0
BL06298_cuf3 2 0
BL06312_cuf1 2 0
BL06319_cuf2 1 0
BL06321_cuf2 1 0
BL06374_cuf30 1 0
BL06375_evm0 3 0
BL06382_cuf4 1 0
BL06389_cuf1 2 0
BL06410_evm0 1 0
BL06427_evm3 1 0
BL06439_evm0 1 0
BL06455_cuf0 1 0
BL06488_cuf3 12 0
BL06493_evm6 0 1
BL06544_cuf1 0 1
BL06545_cuf1 1 0
BL06548_cuf24 1 0
BL06573_cuf20 3 0
BL06576_cuf0 1 0
BL06578_cuf0 1 0
BL06584_evm0 1 0
BL06590_evm0 1 0
BL06594_cuf0 3 0
BL06600_cuf0 1 0
BL06607_evm1 1 0
BL06611_cuf0 3 0
BL06628_cuf1 1 0
BL06640_evm0 1 0
BL06668_cuf4 2 0
BL06677_cuf2 1 0
BL06685_cuf0 5 0
BL06687_evm0 3 0
BL06714_evm9 1 1
BL06716_cuf2 2 0
BL06723_evm1 3 0
BL06725_cuf10 1 0
BL06761_evm0 1 0
BL06774_cuf0 1 0
BL06776_cuf0 3 0
BL06780_cuf0 1 0
BL06817_cuf0 1 0
BL06826_cuf1 1 0
BL06846_evm0 2 0
BL06850_cuf4 1 0
BL06853_cuf0 1 0
BL06871_cuf0 1 0
BL06874_cuf3 1 0
BL06883_cuf1 1 0
BL06897_cuf29 5 0
BL06906_evm0 3 0
BL06925_evm0 1 0
BL06938_cuf8 1 0
BL06942_cuf9 5 0
BL06944_evm2 2 0
BL06945_evm19 1 0
BL06951_evm1 1 0
BL06952_cuf0 1 0
BL06958_cuf0 8 0
BL06973_evm1 2 0
BL06975_cuf1 3 0
BL06986_cuf0 1 0
BL06993_cuf0 1 0
BL07011_evm2 1 0
BL07015_cuf0 1 0
BL07027_cuf6 1 0
BL07035_cuf2 1 0
BL07049_cuf4 1 0
BL07084_cuf3 2 0
BL07092_cuf4 1 0
BL07095_evm0 1 0
BL07125_evm0 1 0
BL07126_evm0 1 0
BL07129_cuf1 1 0
BL07160_cuf6 0 1
BL07172_evm3 1 0
BL07197_cuf0 1 0
BL07209_cuf9 1 0
BL07220_evm5 2 0
BL07240_evm12 1 0
BL07266_cuf0 1 0
BL07268_cuf4 1 0
BL07269_cuf1 1 0
BL07290_cuf8 2 0
BL07310_cuf5 1 0
BL07331_cuf2 2 0
BL07335_evm7 5 0
BL07336_cuf1 1 0
BL07339_evm0 1 0
BL07341_cuf0 1 0
BL07365_cuf3 9 0
BL07377_cuf0 5 0
BL07378_cuf0 2 0
BL07382_cuf0 3 0
BL07407_cuf0 1 0
BL07417_cuf0 2 0
BL07430_cuf4 1 0
BL07431_evm0 1 0
BL07440_cuf11 1 0
BL07443_cuf11 4 0
BL07445_cuf0 0 1
BL07458_evm0 1 0
BL07475_cuf9 2 0
BL07479_cuf0 2 0
BL07514_cuf12 2 0
BL07516_evm0 1 0
BL07547_evm0 1 0
BL07551_cuf9 1 0
BL07555_cuf8 1 0
BL07556_cuf1 1 0
BL07559_cuf3 2 0
BL07564_cuf3 1 0
BL07569_cuf0 3 0
BL07590_cuf9 1 0
BL07626_cuf0 3 0
BL07631_evm3 1 0
BL07639_cuf0 3 0
BL07644_evm0 2 0
BL07657_evm0 1 0
BL07665_evm1 1 0
BL07676_cuf1 163 0
BL07684_evm0 1 0
BL07703_cuf6 1 0
BL07715_cuf8 1 0
BL07716_cuf0 5 0
BL07772_cuf1 1 0
BL07773_evm0 5 0
BL07789_cuf0 1 0
BL07795_cuf0 2 0
BL07808_evm0 3 0
BL07833_evm0 1 0
BL07839_cuf0 1 0
BL07848_evm1 1 0
BL07865_cuf0 2 0
BL07866_cuf1 1 0
BL07876_cuf0 1 0
BL07893_evm0 1 0
BL07898_cuf1 2 0
BL07912_evm6 2 0
BL07933_cuf6 1 0
BL07946_evm2 1 0
BL07968_cuf4 1 0
BL07994_cuf0 1 0
BL07997_cuf0 1 0
BL08000_evm0 1 0
BL08004_cuf2 1 0
BL08005_evm0 1 0
BL08018_cuf9 12 0
BL08037_evm0 1 0
BL08040_evm0 1 0
BL08042_evm1 1 0
BL08054_cuf2 1 0
BL08056_cuf1 1 0
BL08058_cuf1 3 0
BL08064_cuf0 1 0
BL08070_cuf0 1 0
BL08071_cuf7 2 0
BL08083_evm0 1 0
BL08089_cuf4 7 0
BL08093_cuf0 1 0
BL08098_cuf2 1 0
BL08103_cuf0 1 0
BL08110_evm0 4 0
BL08111_cuf0 1 0
BL08114_cuf16 2 0
BL08132_cuf0 1 0
BL08136_evm0 3 0
BL08138_cuf7 1 0
BL08140_evm11 1 0
BL08148_cuf0 1 0
BL08150_cuf0 2 0
BL08156_evm11 1 0
BL08175_cuf3 1 0
BL08176_cuf0 1 0
BL08180_cuf3 1 0
BL08184_evm0 1 0
BL08185_evm0 3 0
BL08197_cuf0 1 0
BL08211_evm0 1 0
BL08215_cuf5 1 0
BL08228_cuf1 1 0
BL08230_cuf0 0 1
BL08234_cuf1 1 0
BL08245_cuf3 2 0
BL08249_cuf1 1 0
BL08251_cuf0 1 0
BL08253_cuf0 1 0
BL08257_cuf3 2 0
BL08258_evm0 1 0
BL08289_cuf0 1 0
BL08300_evm0 2 0
BL08318_cuf2 1 0
BL08320_evm1 1 0
BL08334_cuf0 2 0
BL08344_evm0 1 0
BL08354_cuf0 1 0
BL08367_cuf0 2 0
BL08384_evm4 2 0
BL08398_cuf1 1 0
BL08399_evm4 3 0
BL08402_cuf0 1 0
BL08407_evm1 1 0
BL08412_cuf3 1 0
BL08420_cuf0 1 0
BL08435_cuf0 1 0
BL08440_cuf4 1 0
BL08447_cuf0 1 0
BL08474_cuf0 1 0
BL08476_evm1 1 0
BL08478_cuf2 22 0
BL08486_cuf1 1 0
BL08488_cuf1 2 0
BL08491_cuf14 5 0
BL08497_cuf1 1 0
BL08503_cuf0 1 0
BL08522_cuf0 1 0
BL08524_cuf0 1 0
BL08539_evm0 11 0
BL08540_cuf0 1 0
BL08545_cuf1 1 0
BL08553_cuf1 2 0
BL08573_cuf1 1 0
BL08587_evm0 3 0
BL08595_evm0 1 0
BL08608_cuf3 1 0
BL08617_evm1 1 0
BL08634_cuf9 1 0
BL08638_cuf0 1 0
BL08645_evm0 3 0
BL08649_cuf0 3 0
BL08669_evm31 1 0
BL08687_evm0 1 0
BL08693_cuf0 1 0
BL08696_evm4 1 0
BL08716_evm0 1 0
BL08720_cuf0 1 0
BL08739_cuf0 1 0
BL08759_evm3 1 0
BL08760_evm1 1 0
BL08761_cuf8 2 0
BL08771_cuf0 1 0
BL08774_cuf0 1 0
BL08815_cuf2 1 0
BL08840_cuf0 1 0
BL08847_evm0 1 0
BL08863_cuf6 1 0
BL08867_cuf1 1 0
BL08873_cuf0 2 0
BL08877_evm0 3 0
BL08892_cuf2 1 0
BL08896_cuf4 1 0
BL08912_evm5 1 0
BL08917_cuf0 1 0
BL08920_cuf0 1 0
BL08925_cuf0 1 0
BL08950_cuf0 1 0
BL08964_evm0 1 0
BL08973_cuf8 1 0
BL08974_cuf2 1 0
BL08975_cuf11 1 0
BL08998_cuf0 1 0
BL09008_cuf0 1 0
BL09013_evm1 1 0
BL09014_evm0 1 0
BL09016_evm3 0 1
BL09050_evm3 1 0
BL09053_cuf0 1 0
BL09082_evm1 4 0
BL09088_cuf4 14 0
BL09096_cuf0 1 0
BL09109_cuf11 1 0
BL09110_cuf0 3 0
BL09114_evm0 1 0
BL09120_cuf2 2 0
BL09121_cuf5 1 0
BL09134_evm2 36 0
BL09159_cuf0 1 0
BL09162_evm1 1 0
BL09189_evm1 2 0
BL09202_evm3 2 0
BL09217_evm0 3 0
BL09234_cuf0 2 0
BL09245_cuf8 1 0
BL09246_cuf1 6 0
BL09248_cuf3 1 0
BL09256_evm0 1 0
BL09261_cuf10 2 0
BL09280_evm1 1 0
BL09302_evm0 1 0
BL09303_cuf0 41 0
BL09334_evm3 1 0
BL09354_cuf2 2 0
BL09386_evm0 2 0
BL09391_cuf4 1 0
BL09399_evm0 7 0
BL09426_evm1 1 0
BL09437_cuf5 2 0
BL09438_cuf0 1 0
BL09448_cuf0 1 0
BL09449_cuf0 1 0
BL09470_cuf7 2 0
BL09526_cuf7 1 0
BL09538_cuf6 1 0
BL09543_cuf0 1 0
BL09552_evm0 1 0
BL09568_cuf5 1 0
BL09570_cuf1 1 0
BL09580_evm0 2 0
BL09583_cuf0 1 0
BL09610_cuf0 1 0
BL09614_evm0 1 0
BL09615_cuf1 1 0
BL09626_cuf3 4 0
BL09644_cuf1 1 0
BL09662_evm0 1 0
BL09682_cuf0 1 0
BL09704_cuf3 1 0
BL09705_cuf2 2 0
BL09711_cuf0 1 0
BL09719_cuf0 1 0
BL09721_evm0 1 0
BL09747_cuf0 1 0
BL09751_cuf5 13 0
BL09752_evm0 1 0
BL09778_cuf6 1 0
BL09781_cuf12 1 0
BL09839_cuf0 0 2
BL09847_cuf0 1 0
BL09863_cuf0 1 0
BL09878_cuf0 1 0
BL09884_evm0 2 0
BL09892_cuf12 4 0
BL09923_evm0 1 0
BL09924_evm1 2 0
BL09925_cuf8 1 0
BL09927_evm0 2 0
BL09934_cuf0 1 0
BL09956_cuf0 1 0
BL09992_evm1 1 0
BL09998_cuf1 1 0
BL10022_cuf12 1 0
BL10030_cuf0 1 0
BL10037_cuf6 2 0
BL10052_cuf14 1 0
BL10055_evm28 1 0
BL10060_cuf3 1 0
BL10067_evm3 2 0
BL10072_evm0 3 0
BL10088_evm0 1 0
BL10094_cuf0 1 0
BL10128_cuf0 6 0
BL10141_evm11 1 0
BL10144_evm1 1 0
BL10146_cuf2 2 0
BL10153_cuf5 6 0
BL10195_cuf0 1 0
BL10199_evm0 1 0
BL10201_cuf1 4 0
BL10203_cuf1 1 0
BL10205_cuf2 1 0
BL10233_cuf0 4 0
BL10242_cuf1 1 0
BL10255_evm5 1 0
BL10273_cuf1 2 0
BL10311_cuf1 1 0
BL10321_cuf6 2 0
BL10326_cuf0 1 0
BL10338_cuf0 3 0
BL10348_cuf4 1 0
BL10358_cuf41 4 0
BL10394_cuf5 1 0
BL10396_cuf13 1 0
BL10401_evm3 1 0
BL10446_evm2 1 0
BL10451_cuf0 1 0
BL10454_cuf4 1 0
BL10461_cuf0 2 0
BL10475_evm0 2 0
BL10501_evm0 1 0
BL10505_cuf0 1 0
BL10511_evm4 1 0
BL10521_evm1 44 0
BL10523_cuf0 1 0
BL10569_cuf0 2 0
BL10575_evm19 1 0
BL10576_evm1 1 0
BL10577_cuf17 6 0
BL10578_cuf0 1 0
BL10584_evm1 1 0
BL10616_evm0 5 0
BL10645_cuf0 2 0
BL10647_evm0 1 0
BL10657_cuf0 1 0
BL10660_evm0 1 0
BL10676_cuf0 1 0
BL10686_evm0 2 0
BL10691_cuf1 2 0
BL10692_evm1 1 0
BL10728_evm0 1 0
BL10742_cuf1 1 0
BL10754_cuf1 1 0
BL10766_cuf1 2 0
BL10782_cuf1 1 0
BL10789_evm1 2 0
BL10791_cuf1 1 0
BL10802_evm5 1 0
BL10824_cuf1 1 0
BL10835_evm2 1 0
BL10838_cuf0 1 0
BL10839_cuf7 1 0
BL10849_cuf1 1 0
BL10863_cuf15 2 0
BL10870_cuf0 1 0
BL10879_cuf3 1 0
BL10880_cuf1 2 0
BL10897_cuf1 1 0
BL10910_cuf1 1 0
BL10940_cuf13 1 0
BL10943_cuf0 2 0
BL10959_cuf1 1 0
BL10960_cuf0 1 0
BL10970_cuf0 5 0
BL10985_cuf0 2 0
BL10993_cuf9 2 0
BL11021_cuf14 1 0
BL11036_cuf7 2 0
BL11048_cuf4 1 0
BL11054_evm3 2 0
BL11073_cuf0 1 0
BL11074_evm6 4 0
BL11078_evm0 1 0
