Transcript Exonic_reads_sense Junction_reads_sense Exonic_reads_antisense Junction_reads_antisense
BL03942_evm1 0 0 0 0
BL36356_cuf0 0 0 0 0
BL13827_cuf0 0 0 0 0
BL21223_cuf0 0 0 0 0
BL12721_evm0 2 0 0 0
BL06173_evm0 0 0 0 0
BL95136_evm0 3 0 0 0
BL10791_cuf1 0 9 0 0
BL16750_cuf1 0 0 0 0
BL16922_cuf0 0 0 0 0
BL31181_evm0 0 0 0 0
BL15103_evm0 0 3 0 0
BL19062_cuf4 7 10 0 0
BL27821_evm0 0 0 0 0
BL18351_cuf1 0 0 0 0
BL26082_evm0 0 4 0 0
BL03272_cuf0 0 3 0 0
BL14532_cuf7 0 0 0 0
BL01232_cuf0 0 0 0 0
BL06537_cuf0 0 0 0 0
BL30892_evm0 0 0 0 0
BL29833_evm0 0 0 0 0
BL29698_evm0 0 0 1 0
BL23502_evm0 15 71 0 0
BL31732_evm0 0 0 0 0
BL46411_cuf5 0 0 0 0
BL13807_cuf2 0 1 0 0
BL07968_cuf4 0 2 0 0
BL54417_cuf0 0 0 0 0
BL13988_cuf1 0 19 0 0
BL16718_evm0 0 1 0 0
BL17300_cuf0 0 0 0 0
BL32311_evm0 0 0 0 0
BL28484_evm0 0 0 0 0
BL08356_cuf0 0 0 0 0
BL25059_evm0 0 0 0 0
BL07826_cuf0 0 0 0 0
BL00844_cuf0 0 0 0 0
BL07313_cuf0 0 0 0 0
BL23964_cuf0 3 0 0 0
BL67024_cuf0 0 0 0 0
BL97085_cuf9 1 0 0 0
BL02190_evm0 0 0 0 0
BL70946_cuf1 0 0 0 0
BL09238_cuf1 0 0 0 0
BL15819_cuf0 0 0 0 0
BL15884_cuf0 0 1 0 0
BL11751_cuf0 0 0 0 0
BL05776_cuf0 1 1 0 0
BL31486_evm0 0 0 0 0
BL97106_cuf7 1 0 0 0
BL13311_cuf0 5 10 6 0
BL02043_cuf1 0 1 0 0
BL50236_cuf2 0 0 0 0
BL36491_cuf1 0 0 0 0
BL13725_cuf0 0 0 0 0
BL19419_cuf0 0 1 0 0
BL18732_evm0 0 0 0 0
BL08994_cuf1 0 0 0 0
BL04789_cuf8 0 0 0 0
BL77390_cuf0 0 0 0 0
BL25858_evm0 0 1 0 0
BL16642_cuf0 0 0 0 0
BL29173_evm0 0 0 0 0
BL64165_cuf0 0 0 0 0
BL07777_cuf0 0 0 0 0
BL28900_evm0 0 0 0 0
BL15487_evm0 8 2 0 0
BL13385_evm5 0 0 0 0
BL24708_cuf0 0 0 1 0
BL82228_cuf0 0 0 0 0
BL02357_evm0 0 0 0 0
BL10279_cuf3 1 0 0 0
BL31077_evm0 0 0 0 0
BL04842_cuf1 0 0 0 0
BL05816_cuf0 0 0 0 1
BL25771_evm0 0 0 0 0
BL14581_evm4 0 5 0 0
BL95391_evm0 0 1 0 0
BL08319_evm0 1 0 0 0
BL63983_cuf0 0 0 0 0
BL25352_evm0 0 0 0 0
BL95537_evm1 0 0 0 0
BL23572_cuf0 1 0 0 0
BL18605_evm1 0 0 0 0
BL20828_cuf0 0 0 0 0
BL74261_cuf0 0 0 0 0
BL19180_evm1 0 0 0 0
BL16984_cuf0 0 0 0 0
BL24256_evm3 0 0 0 0
BL01835_cuf2 0 0 0 0
BL31779_evm0 0 0 0 0
BL07672_evm0 0 0 0 0
BL12128_evm3 0 1 0 0
BL43434_cuf0 0 0 0 0
BL01794_evm0 1 0 0 0
BL24423_evm0 0 0 0 0
BL22174_evm2 0 0 0 0
BL18831_cuf2 0 0 0 0
BL24959_evm0 0 0 0 0
BL24916_cuf0 0 0 0 0
BL00786_cuf2 0 0 0 0
BL96195_cuf1 0 0 0 0
BL11339_cuf0 0 0 0 0
BL05039_cuf0 0 0 0 0
BL14604_cuf2 0 0 0 0
BL20616_cuf2 1 0 0 0
BL13086_evm0 0 0 0 0
BL06454_cuf0 0 0 0 0
BL95852_evm1 1 0 0 0
BL05321_evm2 0 0 0 0
BL11095_evm0 1 0 0 0
BL03592_evm2 0 1 0 0
BL67938_cuf0 0 1 0 0
BL24782_cuf3 0 5 0 0
BL12975_evm4 4 0 0 0
BL21693_cuf0 1 0 0 0
BL72264_cuf2 0 0 0 0
BL22853_cuf2 0 0 0 0
BL09192_cuf2 0 0 0 0
BL96781_cuf4 0 0 0 0
BL60785_cuf0 0 0 0 0
BL19274_evm1 8 4 0 0
BL22765_cuf1 0 0 0 0
BL07656_cuf0 0 0 0 0
BL96428_cuf1 0 0 0 0
BL04147_evm0 0 0 0 0
BL07895_cuf1 0 0 0 0
BL34705_cuf1 0 1 0 0
BL23793_cuf0 0 0 0 0
BL10090_cuf3 1 0 0 0
BL07531_cuf7 0 0 0 0
BL38953_cuf0 0 0 0 0
BL19892_evm0 0 0 0 0
BL96882_cuf1 0 0 0 0
BL55444_cuf0 0 0 0 0
BL71736_cuf0 0 0 0 0
BL03593_cuf2 0 0 0 0
BL66918_cuf0 0 0 0 0
BL24734_cuf0 2 0 0 0
BL96047_evm1 0 0 0 0
BL00733_cuf0 0 0 0 0
BL97328_cuf3 0 0 0 0
BL83483_cuf2 0 0 0 0
BL19292_cuf3 0 0 0 0
BL24579_cuf0 0 0 0 0
BL17829_evm0 0 0 0 0
BL17840_cuf2 0 1 0 0
BL18039_cuf15 0 0 0 0
BL29746_evm0 0 0 0 0
BL48976_cuf0 0 0 0 0
BL07554_cuf0 0 0 0 0
BL03557_cuf1 0 0 0 0
BL16930_cuf0 0 0 0 0
BL19638_evm0 0 0 0 0
BL95789_evm0 0 0 0 0
BL21145_evm4 1 0 0 0
BL38437_cuf1 0 0 0 0
BL12151_cuf0 0 2 0 0
BL83498_cuf0 0 0 0 0
BL25889_evm0 0 0 0 0
BL00427_evm2 0 0 0 0
BL24381_cuf0 0 0 0 0
BL18063_evm0 0 0 0 0
BL96213_cuf4 0 0 0 0
BL21174_evm0 0 0 0 0
BL10907_cuf2 0 0 0 0
BL17281_evm2 0 5 0 0
BL22428_cuf0 0 0 0 0
BL09680_cuf0 0 0 0 0
BL95185_evm1 4 0 0 0
BL11294_evm0 0 0 0 0
BL14104_cuf0 0 1 0 0
BL11941_cuf2 0 0 0 0
BL44153_cuf3 0 1 0 0
BL10829_evm0 0 2 0 0
BL23014_cuf0 0 0 0 0
BL69453_cuf0 0 0 0 0
BL08588_evm0 1 0 0 0
BL16394_cuf1 0 0 0 0
BL87960_cuf0 0 1 0 0
BL17046_cuf7 0 0 0 0
BL21420_cuf0 0 0 0 0
BL13305_cuf0 0 0 0 0
BL02718_cuf0 0 0 0 0
BL20055_cuf1 0 0 0 0
BL00851_evm0 0 0 0 0
BL25415_evm0 0 0 0 0
BL18097_evm0 0 0 0 0
BL00000_cuf1 0 0 0 0
BL51873_cuf0 1 0 0 0
BL31026_evm0 0 0 0 0
BL09081_cuf1 3 0 0 0
BL08742_cuf0 0 0 0 0
BL91553_cuf0 0 0 0 0
BL21756_cuf0 0 0 0 0
BL22771_cuf0 0 0 0 0
BL04985_cuf0 1 0 0 0
BL30959_evm0 0 0 0 0
BL03751_cuf4 0 0 0 0
BL25716_evm0 0 0 0 0
BL65910_cuf0 0 0 0 0
BL96073_evm3 0 0 0 0
BL96779_cuf10 0 0 0 0
BL31078_evm0 0 0 0 0
BL20128_evm0 0 0 0 0
BL12072_evm0 0 0 0 0
BL90942_cuf0 0 0 0 0
BL18902_cuf2 0 0 0 0
BL15784_cuf0 0 3 0 0
BL02249_cuf0 0 10 0 0
BL20949_evm2 0 0 0 0
BL14145_evm0 0 0 0 0
BL59764_cuf0 0 0 0 0
BL19595_cuf1 0 0 0 0
BL17321_evm0 0 0 0 0
BL97434_cuf1 0 0 0 0
BL09897_cuf5 0 1 0 0
BL22142_cuf0 0 0 0 0
BL60863_cuf0 0 0 0 0
BL23549_cuf1 0 0 0 0
BL20061_cuf0 0 0 0 0
BL22302_cuf0 0 2 0 0
BL14164_cuf0 0 0 0 0
BL15038_cuf2 2 0 0 0
BL14473_evm0 2 0 0 0
BL15928_evm0 0 3 0 0
BL97200_cuf14 0 1 0 0
BL96458_cuf12 0 2 0 0
BL02840_cuf7 0 0 0 0
BL41369_cuf1 0 0 0 0
BL15562_evm0 0 0 0 0
BL00267_cuf2 0 0 0 0
BL56021_cuf0 0 0 0 0
BL15996_evm0 0 0 0 0
BL59723_cuf0 0 0 0 0
BL52760_cuf0 0 0 0 0
BL10624_cuf0 0 0 0 0
BL95445_evm0 1 0 0 0
BL28166_evm0 0 0 0 0
BL27042_evm0 0 0 0 0
BL21211_evm0 0 0 0 0
BL19823_cuf2 2 0 0 0
BL14144_cuf10 0 0 0 0
BL09038_cuf1 0 0 0 0
BL32157_evm0 0 0 0 0
BL24803_cuf0 0 0 0 0
BL00416_evm1 0 0 0 0
BL04251_evm1 0 0 0 0
BL01433_evm1 2 0 0 0
BL90808_cuf0 0 0 0 0
BL30574_evm0 0 0 0 0
BL05266_cuf4 0 2 0 0
BL78271_cuf0 0 0 0 0
BL21038_evm1 0 0 0 0
BL03613_cuf2 0 17 0 0
BL03508_cuf3 0 0 0 0
BL17908_evm0 0 0 0 0
BL95585_evm1 0 0 0 0
BL14922_cuf0 0 0 0 0
BL10527_cuf1 0 0 0 0
BL10407_cuf3 0 0 0 0
BL19704_evm0 0 0 0 0
BL20984_cuf0 0 0 0 0
BL02085_cuf0 0 1 0 0
BL32081_evm0 0 0 0 0
BL01170_cuf2 0 0 0 0
BL11234_cuf0 1 0 0 0
BL22104_cuf1 0 0 0 0
BL97320_cuf4 0 0 0 0
BL24653_cuf0 5 0 0 0
BL34983_cuf1 0 0 0 0
BL21885_evm0 0 0 0 0
BL96160_evm0 0 0 0 0
BL24378_cuf2 0 0 0 0
BL20503_cuf0 0 4 0 0
BL05803_cuf0 0 0 0 0
BL96983_cuf4 0 0 0 0
BL29801_evm0 0 0 0 0
BL59700_cuf0 0 0 0 0
BL04695_evm0 0 0 0 0
BL00790_evm0 3 0 0 0
BL05476_cuf0 0 0 0 0
BL05344_cuf1 0 0 0 0
BL07486_cuf0 0 0 0 0
BL21461_cuf0 7 0 0 0
BL10273_cuf1 0 47 0 0
BL31027_evm0 0 0 0 0
BL95149_evm1 0 0 0 0
BL23028_cuf1 0 0 0 0
BL36292_cuf0 0 0 0 0
BL11127_evm3 0 0 0 0
BL01798_cuf0 0 0 0 0
BL07329_cuf3 0 0 0 0
BL01819_cuf0 1 0 0 0
BL04114_evm1 0 13 0 0
BL03776_cuf0 0 0 0 0
BL32788_cuf0 0 0 0 0
BL15230_cuf0 0 0 0 0
BL08721_evm0 0 0 0 0
BL00500_cuf0 0 0 0 0
BL96825_cuf2 1 0 0 0
BL07339_evm0 6 0 0 0
BL19414_cuf0 0 0 0 0
BL14270_evm0 0 0 0 0
BL02847_cuf0 3 0 0 0
BL09474_cuf1 0 0 0 0
BL09637_evm0 0 0 0 0
BL28160_evm0 0 0 0 0
BL09460_cuf1 0 0 0 0
BL13588_cuf3 1 0 0 0
BL15350_cuf3 9 1 0 0
BL06198_cuf0 0 1 0 0
BL17406_cuf0 0 1 0 0
BL27914_evm0 0 0 0 0
BL97003_cuf0 0 0 0 0
BL42071_cuf0 0 0 0 0
BL95015_evm1 0 2 0 0
BL03917_evm0 0 9 0 0
BL14307_cuf5 2 0 0 0
BL21288_cuf0 0 0 0 0
BL03543_evm0 0 0 0 0
BL17531_cuf1 0 0 0 0
BL08787_cuf0 0 0 0 0
BL43295_cuf0 0 0 0 0
BL17713_cuf0 0 0 0 0
BL14647_cuf0 0 0 0 0
BL64778_cuf0 0 0 0 0
BL49911_cuf1 0 0 0 0
BL26104_evm0 0 0 0 0
BL11117_evm10 0 3 0 0
BL05764_cuf2 1 0 0 0
BL08611_evm0 0 0 0 0
BL24243_evm4 0 0 0 0
BL58805_cuf0 0 0 0 0
BL22633_evm0 0 0 0 0
BL20613_evm0 0 1 0 0
BL97235_cuf11 0 0 0 0
BL22690_evm0 0 0 0 0
BL36787_cuf0 0 0 0 0
BL13627_cuf4 0 1 0 0
BL03967_cuf0 0 2 0 0
BL26694_evm0 0 0 0 0
BL03262_cuf2 1 0 0 0
BL01011_cuf0 0 3 0 0
BL20956_evm0 0 0 0 0
BL08964_evm0 0 2 0 0
BL17752_evm0 0 1 0 0
BL14878_cuf0 3 0 0 0
BL30246_evm0 0 0 0 0
BL00308_cuf0 0 0 0 0
BL16068_evm0 0 0 0 0
BL17433_cuf0 0 0 0 0
BL07219_cuf2 3 0 0 0
BL18166_cuf7 1 0 0 0
BL56200_cuf0 0 1 0 0
BL23755_evm3 0 1 0 0
BL10862_cuf0 0 0 0 0
BL11389_evm0 0 0 0 0
BL03298_cuf0 0 1 0 0
BL60606_cuf1 0 0 0 0
BL37814_cuf0 0 0 0 0
BL78393_cuf0 0 0 0 0
BL12402_cuf0 0 0 0 0
BL12088_evm3 3 0 0 0
BL00561_cuf0 0 2 0 0
BL13816_cuf0 0 0 0 0
BL03835_cuf1 1 0 0 0
BL01561_cuf0 0 0 0 0
BL15588_evm0 0 0 0 0
BL61587_cuf0 0 0 0 0
BL27579_evm0 0 0 0 0
BL19896_evm0 0 0 0 0
BL07622_cuf0 0 0 0 0
BL30159_evm0 0 0 0 0
BL20237_cuf3 0 0 0 0
BL16834_evm0 0 0 0 0
BL30527_evm0 0 0 0 0
BL17702_cuf0 5 0 0 0
BL08865_evm0 0 0 0 0
BL00458_evm3 0 2 0 0
BL68288_cuf0 0 0 0 0
BL04786_cuf1 0 0 0 0
BL96515_cuf2 0 0 0 0
BL07991_evm0 0 0 0 0
BL11316_cuf2 0 1 0 0
BL12778_cuf1 0 0 0 0
BL96557_cuf0 0 0 0 0
BL01498_cuf25 0 137 0 0
BL09812_cuf0 0 0 0 0
BL03997_cuf0 0 1 0 0
BL22915_cuf2 0 0 0 0
BL10352_cuf0 0 0 0 0
BL20345_evm0 1 0 0 0
BL20556_cuf0 0 0 0 0
BL16654_cuf1 0 0 0 0
BL22449_cuf2 2 0 0 0
BL04560_cuf0 0 0 0 0
BL08977_evm6 0 0 0 0
BL21778_evm0 0 0 0 0
BL78011_cuf0 0 0 0 0
BL14897_evm6 0 0 0 0
BL21512_evm0 0 0 0 0
BL39841_cuf0 0 16 0 0
BL97167_cuf0 0 0 0 0
BL03447_cuf0 0 0 0 0
BL13393_cuf1 0 1 0 0
BL27561_evm0 0 0 0 0
BL08367_cuf0 0 5 0 0
BL06139_cuf14 0 0 0 0
BL17225_evm1 0 0 0 0
BL01076_cuf0 0 0 0 0
BL07758_cuf1 0 0 0 0
BL11483_evm0 0 0 0 0
BL26459_evm0 0 0 0 0
BL07698_cuf0 0 0 0 0
BL13606_evm34 0 2 0 0
BL72862_cuf0 0 0 0 0
BL23241_cuf0 0 0 0 0
BL14630_cuf0 0 0 0 0
BL46981_cuf0 0 0 0 0
BL03663_cuf3 0 0 0 0
BL22507_cuf1 0 0 0 0
BL07644_evm0 0 2 0 0
BL00303_cuf2 0 0 0 0
BL87020_cuf0 0 0 0 0
BL11458_cuf6 0 2 0 0
BL02778_evm0 0 0 0 0
BL21370_cuf1 0 2 0 0
BL95296_evm1 0 0 0 0
BL04675_cuf2 0 0 0 0
BL13248_cuf11 0 1 0 0
BL62642_cuf0 0 0 0 0
BL21797_cuf5 0 0 0 0
BL02813_evm0 0 0 0 0
BL28306_evm0 0 0 0 0
BL27003_evm0 0 0 0 0
BL21705_evm0 4 1 0 0
BL19642_evm1 0 0 0 0
BL13229_cuf0 0 0 0 0
BL96403_cuf0 0 0 0 0
BL58295_cuf0 0 0 0 0
BL03510_evm0 0 0 0 0
BL19417_evm0 1 0 0 0
BL16704_cuf1 3 0 0 0
BL04998_cuf1 4 0 0 0
BL08318_cuf2 4 0 0 0
BL30241_evm0 0 0 0 0
BL02948_cuf0 0 0 0 0
BL17647_evm0 0 0 0 0
BL07446_cuf0 0 0 0 0
BL23384_evm0 0 0 0 0
BL29382_evm0 0 0 0 0
BL71191_cuf0 0 0 0 0
BL95094_evm0 0 12 0 0
BL23807_cuf0 0 0 0 0
BL50063_cuf1 0 0 0 0
BL16060_evm0 1 0 0 0
BL11119_evm5 0 0 0 0
BL30629_evm0 0 0 0 0
BL10183_evm0 0 0 0 0
BL97390_cuf0 0 0 0 0
BL08592_cuf3 0 0 0 0
BL28499_evm0 0 0 0 0
BL21924_cuf1 0 0 0 0
BL13647_evm1 0 0 0 0
BL15168_cuf3 0 0 0 0
BL95143_evm0 0 1 0 0
BL96286_cuf3 0 0 0 0
BL11081_cuf0 0 1 0 0
BL96203_cuf0 0 0 0 0
BL21611_cuf0 0 0 0 0
BL06481_cuf0 0 0 0 0
BL12398_cuf0 0 0 0 0
BL44348_cuf1 0 0 0 0
BL15866_cuf0 1 2 0 0
BL04128_cuf1 0 0 0 0
BL21085_cuf3 0 1 0 0
BL09326_cuf1 0 0 0 0
BL95491_evm0 1 0 0 0
BL11069_cuf2 0 0 0 0
BL04919_cuf3 0 0 0 0
BL00359_evm4 0 1 0 0
BL12460_cuf0 0 4 0 0
BL95023_evm1 1 0 0 0
BL21349_evm2 0 3 0 0
BL49331_cuf0 0 0 0 0
BL18602_evm0 0 0 0 0
BL21711_cuf2 1 0 0 0
BL97157_cuf0 0 0 0 0
BL07338_cuf1 3 1 0 0
BL17943_cuf1 0 4 0 0
BL13087_evm4 0 0 0 0
BL02817_evm0 0 0 0 0
BL20917_cuf0 0 0 0 0
BL96981_cuf1 0 0 0 0
BL23489_evm1 0 0 0 0
BL20539_evm1 0 0 0 0
BL96384_cuf62 0 13 0 0
BL12475_evm0 7 0 0 0
BL16536_evm0 0 0 0 0
BL29222_evm0 0 0 0 0
BL23751_cuf0 0 0 0 0
BL04298_evm0 0 0 0 0
BL04686_cuf1 4 0 0 0
BL03465_cuf2 1 0 0 0
BL08810_cuf1 0 2 0 0
BL95168_evm0 0 2 0 0
BL21870_evm0 0 0 0 0
BL17168_cuf0 0 0 0 0
BL08625_cuf0 2 0 0 0
BL96888_cuf0 0 0 0 0
BL61646_cuf0 0 0 0 0
BL76064_cuf0 0 0 0 0
BL09919_cuf0 0 0 0 0
BL19297_cuf0 0 0 0 0
BL02211_evm2 0 0 0 0
BL07127_cuf0 0 0 0 0
BL06780_cuf0 2 0 0 0
BL16964_cuf5 6 5 0 0
BL08085_cuf2 0 0 0 0
BL27713_evm0 0 0 0 0
BL08958_evm0 0 0 0 0
BL11522_cuf4 0 0 0 0
BL22654_cuf5 0 0 0 0
BL28906_evm0 0 1 0 0
BL21365_cuf5 0 0 0 0
BL13313_cuf0 2 0 0 0
BL19839_cuf0 0 0 0 0
BL89543_cuf0 0 0 0 0
BL00683_cuf0 0 0 0 0
BL00466_evm0 0 0 0 0
BL02816_evm0 1 0 0 0
BL09362_evm0 0 0 0 0
BL23979_cuf0 0 0 0 0
BL87204_cuf0 0 0 0 0
BL24038_cuf1 0 0 0 0
BL16189_evm13 0 3 0 0
BL11900_cuf2 0 0 0 0
BL19708_cuf7 0 0 0 0
BL17592_evm0 0 1 0 0
BL90054_cuf0 0 0 0 0
BL26498_evm0 0 0 0 0
BL95526_evm0 11 0 0 0
BL20388_cuf0 0 0 0 0
BL63404_cuf1 0 1 0 0
BL95799_evm1 0 0 0 0
BL96590_cuf0 0 14 0 0
BL12180_evm0 0 0 0 0
BL90291_cuf0 0 0 0 0
BL11929_cuf0 7 0 0 0
BL37548_cuf0 0 0 0 0
BL20239_cuf0 1 0 0 0
BL64856_cuf0 0 0 0 0
BL97151_cuf2 0 0 0 0
BL27310_evm0 0 0 0 0
BL15566_cuf0 0 1 0 0
BL97127_cuf0 0 0 0 0
BL00259_cuf8 1 1 0 0
BL06630_evm5 0 0 0 0
BL96626_cuf2 0 0 0 0
BL24460_cuf0 25 2 0 0
BL42078_cuf0 0 0 0 0
BL20230_evm0 0 0 0 0
BL10686_evm0 3 3 0 0
BL28847_evm0 0 0 0 0
BL20198_cuf0 0 0 0 0
BL18115_evm2 28 0 0 0
BL14815_cuf1 1 0 0 0
BL48427_cuf0 0 0 0 0
BL04482_cuf0 0 0 0 0
BL24458_cuf0 0 0 0 0
BL02388_cuf0 1 0 0 0
BL05605_cuf10 0 12 0 0
BL52852_cuf0 0 0 0 0
BL04727_cuf0 0 0 0 0
BL16565_cuf2 15 0 0 0
BL09188_evm1 0 1 0 0
BL13724_evm0 0 0 0 0
BL02740_cuf0 0 0 0 0
BL13166_cuf17 0 0 0 0
BL06871_cuf0 3 1 0 0
BL97464_cuf1 0 0 0 0
BL96425_cuf9 0 0 0 0
BL16629_evm1 0 0 0 0
BL26457_evm0 0 0 0 0
BL29847_evm0 0 0 0 0
BL09697_cuf7 0 1 0 0
BL29516_evm0 0 0 0 0
BL31888_evm0 0 0 0 0
BL09043_cuf0 0 0 0 0
BL22282_cuf0 0 0 0 0
BL27623_evm0 0 0 0 0
BL46615_cuf0 0 0 0 0
BL07997_cuf0 1 2 0 0
BL24394_cuf0 0 5 0 0
BL96022_evm0 0 0 0 0
BL96127_evm1 0 0 0 0
BL20171_evm0 0 0 0 0
BL96424_cuf1 0 0 0 0
BL53590_cuf1 0 0 0 0
BL08895_evm2 0 0 0 0
BL64857_cuf0 0 0 0 0
BL95024_evm0 3 0 0 0
BL86658_cuf0 0 0 0 0
BL00708_cuf3 0 0 0 0
BL17845_cuf0 0 0 0 0
BL21314_evm0 1 0 0 0
BL36313_cuf0 0 0 0 0
BL19598_evm0 0 0 0 0
BL01805_cuf1 0 0 0 0
BL12760_cuf0 0 0 0 0
BL23703_cuf0 1 0 0 0
BL09678_cuf1 0 0 0 0
BL04991_cuf0 0 0 0 1
BL75847_cuf1 0 0 0 0
BL96628_cuf4 0 0 0 0
BL21044_cuf1 0 2 0 0
BL95908_evm0 0 1 0 0
BL01047_cuf0 4 0 0 0
BL89509_cuf0 0 0 0 0
BL02837_cuf0 1 0 0 0
BL05568_cuf0 0 4 0 0
BL31970_evm0 0 0 0 0
BL44949_cuf1 0 0 0 0
BL30906_evm0 3 0 0 0
BL21360_cuf1 0 0 0 0
BL21785_evm0 0 0 0 0
BL05035_cuf0 0 1 0 0
BL19192_evm6 0 1 0 0
BL68238_cuf0 0 0 0 0
BL15343_evm1 0 0 0 0
BL97228_cuf3 0 0 0 0
BL30739_evm0 0 0 0 0
BL07040_evm0 0 0 0 0
BL24522_cuf0 0 0 0 0
BL01741_cuf1 0 0 0 0
BL82645_cuf0 0 0 0 0
BL01031_evm0 0 0 0 0
BL89665_cuf0 0 0 0 0
BL57301_cuf0 0 0 0 0
BL17492_cuf2 0 0 0 0
BL24884_cuf2 2 2 0 0
BL29870_evm0 0 0 0 0
BL22194_cuf2 0 0 0 0
BL28302_evm0 0 0 0 0
BL09532_evm0 0 0 0 0
BL77860_cuf2 0 0 0 0
BL37295_cuf0 0 0 0 0
BL50546_cuf2 0 0 0 0
BL08581_evm0 0 0 0 0
BL04433_cuf0 1 0 0 0
BL18543_cuf0 0 0 0 0
BL18426_evm2 1 0 0 0
BL04063_evm0 0 0 0 0
BL17536_evm0 0 0 0 0
BL56072_cuf0 0 0 0 0
BL87822_cuf1 0 0 0 0
BL04839_evm0 0 0 0 0
BL96757_cuf1 1 0 0 0
BL19141_evm2 0 0 0 0
BL07540_evm0 0 0 0 0
BL13752_cuf0 0 0 0 0
BL18810_cuf1 0 0 0 0
BL06666_evm0 2 0 0 0
BL95609_evm1 0 0 0 0
BL23562_evm4 0 0 0 0
BL28161_evm0 0 0 0 0
BL19568_cuf4 0 0 0 0
BL40885_cuf0 0 0 0 0
BL01800_evm0 0 0 0 0
BL03457_cuf2 5 2 0 0
BL20833_cuf9 0 0 0 0
BL09898_cuf0 3 0 0 0
BL88007_cuf0 0 0 0 0
BL11012_evm0 0 0 0 0
BL00907_cuf0 1 0 0 0
BL07244_evm5 0 0 0 0
BL97146_cuf1 0 0 0 0
BL15233_cuf0 0 2 0 0
BL11815_evm1 0 0 0 0
BL97263_cuf12 0 0 0 0
BL17706_cuf14 0 0 0 0
BL15526_evm0 0 0 0 0
BL22096_cuf0 0 0 0 0
BL87601_cuf0 0 0 0 0
BL27337_evm0 0 0 0 0
BL02780_cuf0 0 0 0 0
BL00381_evm0 0 0 0 0
BL13845_cuf6 0 2 0 0
BL02699_cuf0 0 0 0 0
BL17100_evm0 0 0 0 0
BL01328_evm0 0 0 0 0
BL95285_evm1 0 0 0 0
BL20807_cuf0 0 1 0 0
BL30794_evm0 0 0 0 0
BL00451_cuf3 0 26 0 0
BL32132_evm0 0 0 0 0
BL18367_cuf0 0 0 0 0
BL73873_cuf3 0 0 0 0
BL20500_cuf39 0 0 0 0
BL12300_cuf0 0 0 0 0
BL17890_cuf0 0 0 0 0
BL48218_cuf0 0 0 0 0
BL82739_cuf0 0 0 0 0
BL02762_cuf6 0 4 0 0
BL18597_cuf2 0 0 0 0
BL55336_cuf0 0 0 0 0
BL19002_evm5 0 2 0 0
BL32263_evm0 1 0 0 0
BL00882_evm2 0 0 0 0
BL95988_evm0 3 0 0 0
BL95798_evm0 0 0 0 0
BL00698_cuf0 2 0 0 0
BL04571_evm1 0 0 0 0
BL96337_cuf2 0 0 0 0
BL22860_cuf1 0 0 0 0
BL96944_cuf15 0 1 0 0
BL78859_cuf0 0 0 0 0
BL07831_cuf0 0 0 0 0
BL12425_cuf0 3 0 0 0
BL43301_cuf0 0 0 0 0
BL17052_cuf2 0 0 0 0
BL18996_cuf0 0 0 0 0
BL16367_cuf1 0 0 0 0
BL19295_cuf0 5 0 0 0
BL11497_cuf0 0 0 0 0
BL25353_evm0 0 0 0 0
BL27449_evm0 0 0 0 0
BL09207_evm0 0 0 0 0
BL14871_cuf0 0 0 0 0
BL09766_evm0 0 0 0 0
BL19801_cuf2 0 0 0 0
BL31871_evm0 0 0 0 0
BL10067_evm3 0 2 0 0
BL14649_cuf1 0 0 0 0
BL17982_cuf0 0 0 0 0
BL07508_cuf0 0 1 0 0
BL09596_cuf2 0 0 0 0
BL33952_cuf0 0 0 0 0
BL02253_cuf13 0 1 0 0
BL03715_cuf1 0 0 0 0
BL29787_evm0 0 0 0 0
BL52010_cuf0 0 0 0 0
BL47631_cuf0 0 0 0 0
BL31426_evm0 0 0 0 0
BL24649_cuf2 0 0 0 0
BL04192_cuf2 1 0 0 0
BL95196_evm3 0 0 0 0
BL00386_cuf0 0 7 0 0
BL22647_evm1 0 2 0 0
BL73650_cuf0 0 0 0 0
BL00829_cuf3 0 0 0 0
BL14559_cuf0 0 10 0 0
BL11502_evm0 0 0 0 0
BL73479_cuf0 0 0 0 0
BL00713_cuf0 0 0 0 0
BL01893_evm0 0 0 0 0
BL30048_evm0 2 0 0 0
BL89346_cuf4 0 0 0 0
BL58247_cuf0 0 0 0 0
BL41776_cuf0 0 0 0 0
BL06972_cuf1 0 0 0 0
BL52682_cuf0 0 0 0 0
BL07795_cuf0 2 0 0 0
BL24909_cuf0 0 3 0 0
BL77490_cuf0 0 0 0 0
BL18677_cuf0 18 0 0 0
BL07317_cuf7 6 0 0 0
BL12547_cuf2 0 0 0 0
BL22479_evm3 6 0 0 0
BL24136_cuf0 0 0 0 0
BL31735_evm0 0 0 0 0
BL96747_cuf22 0 0 0 1
BL07844_cuf0 0 0 0 0
BL21484_evm0 0 0 0 0
BL45533_cuf0 0 0 0 0
BL11614_cuf6 0 0 0 0
BL28041_evm0 0 0 0 0
BL40469_cuf0 0 0 0 0
BL03583_cuf19 0 1 0 0
BL01669_cuf1 0 0 0 0
BL28693_evm0 0 0 0 0
BL07923_evm0 0 0 0 0
BL10691_cuf1 10 1 0 0
BL11377_evm0 0 0 0 0
BL07332_cuf0 0 0 0 0
BL02844_cuf0 0 0 0 0
BL09709_cuf0 0 0 0 0
BL08380_evm0 2 0 0 0
BL05149_cuf4 0 0 0 0
