Transcript Exonic_reads_sense Junction_reads_sense Exonic_reads_antisense Junction_reads_antisense
BL02579_cuf13 0 4 0 0
BL04123_evm0 0 1 0 0
BL24878_cuf0 0 0 0 0
BL01013_evm0 0 0 0 0
BL27195_evm0 0 0 0 0
BL63325_cuf0 0 0 0 0
BL35598_cuf0 0 0 0 0
BL19774_cuf0 0 0 0 0
BL04185_cuf0 0 0 0 0
BL32241_evm0 0 0 0 0
BL13226_cuf2 0 2 0 0
BL87892_cuf0 0 0 0 0
BL85654_cuf0 16 0 0 0
BL96456_cuf3 0 0 0 0
BL07031_cuf0 0 0 0 0
BL22220_cuf0 0 0 0 0
BL09989_evm2 0 0 0 0
BL36397_cuf0 0 0 0 0
BL05358_cuf0 0 0 0 0
BL14933_evm4 0 0 0 0
BL22912_cuf2 0 0 0 0
BL15484_evm2 2 0 0 0
BL00101_evm0 0 0 0 0
BL20614_evm0 0 0 0 0
BL16267_cuf0 0 0 0 0
BL04638_evm0 0 0 0 0
BL25484_evm0 0 0 0 0
BL96726_cuf4 0 0 0 0
BL76833_cuf0 0 0 0 0
BL27611_evm0 0 0 0 0
BL81228_cuf0 0 0 0 0
BL15275_cuf2 0 0 0 0
BL12985_cuf1 0 0 0 0
BL01573_evm0 2 248 0 0
BL30360_evm0 0 0 0 0
BL61759_cuf0 0 0 0 0
BL17719_evm0 0 0 0 0
BL02790_cuf0 0 0 0 0
BL75771_cuf0 0 0 0 0
BL12986_cuf1 1 0 0 0
BL08464_cuf0 0 0 0 0
BL16685_cuf1 0 1 0 0
BL04373_cuf1 2 0 0 0
BL87308_cuf0 0 0 0 0
BL21708_evm0 0 1 0 0
BL06990_evm0 0 0 0 0
BL41670_cuf0 0 0 0 0
BL73399_cuf0 2 0 0 0
BL04204_evm0 0 0 0 0
BL84190_cuf1 0 0 0 0
BL36401_cuf0 0 0 0 0
BL16371_cuf0 0 0 0 0
BL05515_evm1 0 0 0 0
BL12314_cuf2 0 0 0 0
BL05651_cuf0 1 0 0 0
BL25445_evm0 0 0 0 0
BL15548_evm0 0 0 0 0
BL11075_cuf3 0 0 0 0
BL30154_evm0 0 0 0 0
BL02926_cuf0 0 0 0 0
BL96429_cuf2 0 0 0 0
BL06426_evm0 0 0 0 0
BL22504_cuf0 0 0 0 0
BL22280_cuf0 0 0 0 0
BL01141_evm0 0 1 0 0
BL23931_cuf5 0 0 0 0
BL01782_cuf1 0 0 0 0
BL53402_cuf1 0 0 0 0
BL05589_cuf1 0 0 0 0
BL10843_cuf1 0 0 0 0
BL15974_cuf1 0 0 0 0
BL06418_cuf0 0 0 0 0
BL16953_evm0 0 0 0 0
BL17051_cuf1 1 0 0 0
BL11820_cuf0 1 0 0 0
BL88413_cuf0 0 0 0 0
BL23875_evm2 0 0 0 0
BL09027_cuf0 0 0 0 0
BL18867_cuf6 0 0 0 0
BL33973_cuf0 0 0 0 0
BL21617_cuf0 0 0 0 0
BL03837_cuf0 0 0 0 0
BL01182_cuf1 0 0 0 0
BL15415_cuf0 0 0 0 0
BL09338_evm0 0 0 0 0
BL08002_cuf3 0 0 0 0
BL14753_cuf1 0 0 0 0
BL11666_evm0 0 0 0 0
BL95187_evm0 0 0 0 0
BL12289_cuf1 0 0 0 0
BL10594_cuf0 0 0 0 0
BL10827_evm1 0 0 0 0
BL06249_cuf0 0 0 0 0
BL06181_evm0 0 0 0 0
BL09662_evm0 1 0 0 0
BL61582_cuf0 0 0 0 0
BL27773_evm0 0 0 0 0
BL03463_cuf5 0 0 0 0
BL28040_evm0 0 0 0 0
BL03875_cuf0 0 0 0 0
BL30893_evm0 0 0 0 0
BL04140_cuf0 0 0 0 0
BL04312_cuf1 0 0 0 0
BL03728_cuf5 0 0 0 0
BL02237_cuf2 1 0 0 0
BL95682_evm1 0 0 0 0
BL03633_cuf0 0 0 0 0
BL97099_cuf13 1 2 0 0
BL43127_cuf0 0 0 0 0
BL08386_cuf0 0 1 0 0
BL07206_evm3 0 0 0 0
BL95232_evm0 0 0 0 0
BL08372_evm0 0 0 0 0
BL95836_evm1 0 0 0 0
BL54178_cuf0 0 0 0 0
BL97297_cuf1 0 0 0 0
BL68526_cuf0 0 0 0 0
BL46601_cuf1 0 0 0 0
BL30024_evm0 0 0 0 0
BL25121_evm0 0 0 0 0
BL96108_evm0 0 1 0 0
BL15124_cuf0 0 0 0 0
BL04342_cuf0 0 1 0 0
BL14708_cuf1 0 0 0 0
BL14898_cuf3 1 0 0 0
BL15794_cuf3 0 0 0 0
BL26871_evm0 0 0 0 0
BL47461_cuf0 0 0 0 0
BL96330_cuf0 0 0 0 0
BL11061_cuf0 0 0 0 0
BL06663_evm0 0 0 0 0
BL14779_evm1 0 0 0 0
BL95309_evm1 4 0 0 0
BL07033_cuf0 0 0 0 0
BL39862_cuf0 0 0 0 0
BL03056_evm0 0 0 0 0
BL19020_cuf0 0 0 0 0
BL32010_evm5 3 0 0 0
BL46622_cuf5 0 0 0 0
BL01563_evm0 0 0 0 0
BL73286_cuf0 0 0 0 0
BL25537_evm1 0 0 0 0
BL22724_cuf2 0 11 0 0
BL96883_cuf2 0 0 0 0
BL96430_cuf6 0 0 0 0
BL05386_cuf0 0 0 0 0
BL17828_cuf0 0 0 0 0
BL89174_cuf0 0 0 0 0
BL86894_cuf0 0 0 0 0
BL09210_evm0 0 0 0 0
BL79280_cuf0 0 0 0 0
BL63588_cuf0 0 0 0 0
BL08975_cuf11 3 0 0 0
BL21489_evm1 0 0 0 0
BL15151_cuf8 0 2 0 0
BL24370_cuf0 62 3 2 0
BL21779_cuf0 0 0 0 0
BL04858_cuf2 20 0 0 0
BL78359_cuf0 0 0 0 0
BL01426_cuf0 0 4 0 0
BL15009_evm0 0 0 0 0
BL17860_cuf0 0 0 0 0
BL31200_evm0 0 0 0 0
BL97322_cuf6 0 0 0 0
BL10552_cuf4 0 0 0 0
BL20197_cuf0 0 0 0 0
BL10959_cuf1 1 0 0 0
BL87648_cuf0 0 0 0 0
BL11721_cuf0 0 0 0 0
BL07167_cuf0 0 0 0 0
BL09502_cuf1 0 0 0 0
BL17464_cuf4 0 1 0 0
BL11763_evm0 0 0 0 0
BL31751_evm0 0 0 0 0
BL97247_cuf6 0 0 0 0
BL04591_cuf0 0 0 0 0
BL23078_evm0 0 0 0 0
BL67454_cuf0 0 0 0 0
BL19234_evm4 0 11 0 0
BL95750_evm1 0 0 0 0
BL15112_cuf7 2 0 0 0
BL13678_cuf0 0 0 0 0
BL34024_cuf0 0 0 0 0
BL21209_evm0 0 0 0 0
BL21608_cuf1 0 0 0 0
BL19421_cuf0 0 0 0 0
BL19082_evm0 0 0 0 0
BL65710_cuf0 0 0 0 0
BL17382_evm0 0 0 0 0
BL27953_evm0 0 0 1 0
BL20190_cuf0 0 0 0 0
BL17344_cuf3 0 0 0 0
BL85103_cuf0 0 0 0 0
BL00112_cuf0 0 0 0 0
BL08153_cuf1 0 0 0 0
BL77141_cuf1 0 0 0 0
BL03659_evm0 0 1 0 0
BL03061_cuf0 0 0 0 0
BL24181_cuf0 0 0 0 0
BL04304_cuf0 2 0 0 0
BL30272_evm0 0 0 0 0
BL24541_cuf0 4 0 0 0
BL74609_cuf1 0 0 0 0
BL18122_evm2 0 0 0 0
BL64361_cuf0 0 0 0 0
BL22705_cuf14 0 0 0 0
BL53279_cuf0 0 0 0 0
BL95002_evm1 14 0 0 0
BL25010_cuf0 0 0 0 0
BL05751_cuf0 2 0 0 0
BL95357_evm1 0 0 0 0
BL21404_cuf1 0 0 0 0
BL02349_cuf0 1 0 0 0
BL07276_cuf1 1 0 0 0
BL25546_evm0 0 0 0 0
BL65598_cuf0 0 0 0 0
BL10996_cuf2 0 0 0 0
BL59044_cuf0 0 0 0 0
BL26947_evm0 0 0 0 0
BL73695_cuf0 0 0 0 0
BL62340_cuf2 0 0 0 0
BL47618_cuf0 0 0 0 0
BL59039_cuf0 0 0 0 0
BL58824_cuf0 0 0 0 0
BL27198_evm0 0 0 0 0
BL16053_cuf0 2 0 0 0
BL00191_evm0 0 0 0 0
BL73294_cuf0 0 0 0 0
BL05387_cuf0 0 0 0 0
BL16230_evm0 0 0 0 0
BL75207_cuf1 0 0 0 0
BL10868_evm0 0 0 0 0
BL97353_cuf8 0 0 0 0
BL88973_cuf2 0 0 0 0
BL16083_evm1 5 0 0 0
BL03886_evm3 0 0 0 0
BL17940_cuf0 0 0 0 0
BL26234_evm0 0 0 0 0
BL74751_cuf0 0 0 0 0
BL22350_evm1 0 0 0 0
BL64846_cuf0 0 0 0 0
BL26964_evm0 0 0 0 0
BL28156_evm0 0 0 0 0
BL21459_cuf0 10 0 0 0
BL36784_cuf0 0 0 0 0
BL20786_cuf2 0 0 0 0
BL32681_cuf0 0 0 0 0
BL75613_cuf0 0 0 0 0
BL31883_evm0 0 0 0 0
BL16894_evm0 0 0 0 0
BL73228_cuf0 0 0 0 0
BL16955_evm0 0 0 0 0
BL22532_cuf0 0 0 0 0
BL28879_evm0 0 1 0 0
BL19544_evm0 0 0 0 0
BL00211_evm0 0 0 0 0
BL31096_evm0 0 0 0 0
BL08025_cuf0 0 0 0 0
BL16500_cuf3 0 0 0 0
BL03899_evm10 8 0 0 0
BL02586_cuf1 0 0 0 0
BL95583_evm0 0 0 0 0
BL09484_evm0 0 0 0 0
BL06303_cuf0 0 0 0 0
BL11355_cuf0 1 0 0 0
BL01758_cuf0 0 0 0 0
BL76704_cuf1 0 1 0 0
BL27353_evm1 0 0 0 0
BL15851_evm0 2 0 0 0
BL95300_evm1 0 0 0 0
BL22191_evm0 0 0 0 0
BL81834_cuf0 0 0 0 0
BL47732_cuf0 0 0 0 0
BL28929_evm0 0 0 0 0
BL06190_evm3 0 0 0 0
BL28159_evm0 0 0 0 0
BL50661_cuf0 0 0 0 0
BL05992_cuf1 0 5 0 0
BL06004_evm1 0 9 0 0
BL21383_cuf1 0 0 0 0
BL96631_cuf7 0 0 0 0
BL03191_cuf9 3 0 0 0
BL07132_cuf0 0 0 0 0
BL96291_cuf9 0 0 0 0
BL17093_evm0 0 0 0 0
BL21375_cuf5 0 0 0 0
BL18020_evm0 0 0 0 0
BL20072_cuf5 0 1 0 0
BL23021_cuf2 2 0 0 0
BL09369_evm0 0 0 0 0
BL69125_cuf0 0 0 0 0
BL48419_cuf1 0 0 0 0
BL31022_evm0 0 0 0 0
BL54677_cuf0 0 0 0 0
BL14877_cuf14 0 0 0 0
BL12633_cuf3 0 1 0 0
BL38841_cuf0 0 0 0 0
BL26248_evm0 0 0 0 0
BL12093_cuf1 0 0 0 0
BL24956_evm0 0 23 0 0
BL17609_cuf1 0 2 0 0
BL21136_cuf0 0 0 0 0
BL07035_cuf2 0 1 0 0
BL13178_evm0 0 0 0 0
BL96604_cuf28 0 0 0 0
BL17758_cuf2 0 0 0 0
BL00855_cuf1 0 2 0 0
BL23440_cuf7 0 8 0 0
BL11861_evm1 0 1 0 0
BL06687_evm0 0 13 0 0
BL97010_cuf2 0 0 0 0
BL96336_cuf0 0 0 0 0
BL95946_evm1 0 3 0 0
BL13798_evm0 1 1 0 0
BL03631_cuf0 0 0 0 0
BL23081_evm0 0 0 0 0
BL27750_evm0 0 0 0 0
BL32064_evm0 0 0 0 0
BL73772_cuf2 0 0 0 0
BL18693_cuf0 0 2 0 0
BL43188_cuf0 0 0 0 0
BL22100_cuf0 0 0 0 0
BL95950_evm1 1 0 0 0
BL28235_evm0 0 0 0 0
BL22729_cuf0 0 1 0 0
BL14507_evm0 0 0 0 0
BL06056_cuf1 0 0 0 0
BL02697_cuf0 0 0 0 0
BL14634_evm0 0 0 0 0
BL29521_evm1 0 0 0 0
BL30937_evm0 0 0 0 0
BL06724_cuf4 0 0 0 0
BL69867_cuf3 0 0 0 0
BL30217_evm0 0 0 0 0
BL15143_cuf20 0 0 0 0
BL12427_evm0 0 0 0 0
BL96619_cuf0 0 0 0 0
BL19243_evm0 0 0 0 0
BL21302_cuf0 0 0 0 0
BL01655_evm1 1 2 0 0
BL89119_cuf2 0 0 0 0
BL23466_evm0 0 1 0 0
BL38253_cuf0 0 0 0 0
BL05586_evm0 0 1 0 0
BL17836_cuf0 0 0 0 0
BL20120_cuf0 0 0 0 0
BL13254_evm0 0 0 0 0
BL05690_cuf0 0 0 0 0
BL17929_cuf0 0 25 0 0
BL01629_cuf1 0 0 0 0
BL18893_cuf4 0 0 0 0
BL04436_cuf2 0 0 0 0
BL19344_cuf0 0 0 0 0
BL10343_evm0 0 0 0 0
BL18360_cuf5 0 1 0 0
BL09531_evm0 0 0 0 0
BL14179_cuf0 1 0 0 0
BL04837_cuf1 0 0 0 0
BL50693_cuf0 0 0 0 0
BL13204_cuf6 0 0 0 0
BL96602_cuf25 0 0 0 0
BL23855_cuf0 0 0 0 0
BL09557_evm0 0 0 0 0
BL24425_cuf0 1 0 0 0
BL23712_cuf1 0 2 0 0
BL05725_evm0 0 0 0 0
BL26718_evm0 0 0 0 0
BL15514_cuf4 0 0 0 0
BL12211_evm0 0 0 0 0
BL09888_cuf0 0 0 0 0
BL21768_evm0 0 1 0 0
BL21517_evm0 0 2 0 0
BL14624_cuf0 0 0 0 0
BL03625_evm16 24 1 0 0
BL70926_cuf0 0 0 0 0
BL13839_evm0 0 0 0 0
BL96406_cuf6 0 0 0 0
BL38237_cuf0 0 0 0 0
BL04561_cuf2 16 3 0 0
BL17439_evm0 0 0 0 0
BL95715_evm1 0 0 0 0
BL35499_cuf0 0 0 0 0
BL61983_cuf1 0 0 0 0
BL41939_cuf0 0 0 0 0
BL96641_cuf1 0 0 0 0
BL23222_evm0 0 0 0 0
BL07564_cuf3 0 2 0 0
BL19104_cuf0 0 0 0 0
BL00872_evm20 0 5 0 0
BL50957_cuf0 0 0 0 0
BL61268_cuf1 0 0 0 0
BL04981_evm0 1 1 0 0
BL96868_cuf2 0 0 0 0
BL15938_evm0 0 0 0 0
BL63648_cuf0 0 0 0 0
BL18025_evm4 1 0 0 0
BL25280_evm0 0 0 0 0
BL24609_cuf1 0 0 0 0
BL20571_cuf1 0 0 0 0
BL25659_evm0 0 0 0 0
BL12254_cuf5 22 0 0 0
BL61440_cuf1 0 0 0 0
BL00982_evm7 9 0 0 0
BL05570_cuf0 0 0 0 0
BL26255_evm0 0 0 0 0
BL09378_cuf0 0 0 0 0
BL14291_cuf1 0 2 0 0
BL28798_evm2 0 0 0 0
BL24730_cuf0 0 0 0 0
BL25080_evm0 0 0 0 0
BL16941_cuf3 2 0 0 0
BL75654_cuf0 0 0 0 0
BL24508_cuf0 0 0 0 0
BL14563_cuf0 0 1 0 0
BL09345_cuf3 0 0 0 0
BL28336_evm0 0 0 0 0
BL95567_evm1 1 0 0 0
BL96080_evm2 0 0 0 0
BL17901_cuf2 0 0 0 0
BL20504_cuf2 0 0 0 0
BL20637_cuf0 0 0 0 0
BL05966_cuf1 0 0 0 0
BL12370_cuf0 0 0 0 0
BL83202_cuf0 0 0 0 0
BL14806_cuf0 0 0 0 0
BL54023_cuf1 0 1 0 0
BL02206_cuf1 0 1 0 0
BL15163_cuf1 0 0 0 0
BL24339_cuf0 0 1 0 0
BL19610_evm0 0 0 0 0
BL27160_evm0 0 1 0 0
BL11191_cuf1 1 0 0 0
BL14251_cuf1 0 0 0 0
BL64814_cuf0 0 0 0 0
BL20748_cuf0 0 0 0 0
BL87117_cuf0 0 0 0 0
BL19940_cuf2 0 0 0 0
BL22762_evm0 5 0 0 0
BL12741_evm1 0 0 0 0
BL20963_evm1 0 1 0 0
BL12396_cuf0 0 0 0 0
BL07808_evm0 15 0 0 0
BL43344_cuf0 0 0 0 0
BL15845_cuf1 0 0 0 0
BL05739_evm0 0 0 0 0
BL16561_cuf1 3 0 0 0
BL05620_evm0 0 0 0 0
BL16940_cuf1 0 0 0 0
BL09307_evm0 0 0 0 0
BL96828_cuf1 0 0 0 0
BL00405_cuf8 0 15 0 0
BL14052_cuf0 0 0 0 0
BL79087_cuf0 0 0 0 0
BL10459_cuf1 0 0 0 0
BL96414_cuf5 0 1 0 0
BL76383_cuf0 0 0 0 0
BL03405_evm0 0 0 0 0
BL24080_cuf1 0 0 0 0
BL08197_cuf0 0 3 0 0
BL19426_cuf0 0 0 0 0
BL31443_evm0 0 0 0 0
BL09568_cuf5 0 1 0 1
BL10879_cuf3 8 0 0 0
BL07593_evm0 0 0 0 0
BL10725_cuf1 0 0 0 0
BL31088_evm0 0 0 0 0
BL96577_cuf1 0 0 0 0
BL96658_cuf18 0 1 0 0
BL23916_evm0 0 2 0 0
BL22944_cuf1 0 18 0 0
BL15838_evm0 0 0 0 0
BL08758_cuf0 1 0 0 0
BL24761_evm3 5 0 0 0
BL19679_evm0 0 0 0 0
BL18773_cuf0 1 0 0 0
BL00482_cuf1 2 0 0 0
BL81797_cuf0 1 0 0 0
BL10633_evm2 0 0 0 0
BL09408_cuf0 0 0 0 0
BL16271_cuf1 0 0 0 0
BL26988_evm0 0 0 0 0
BL95485_evm0 0 0 0 0
BL11331_cuf0 0 0 0 0
BL32029_evm0 0 0 0 0
BL51124_cuf2 0 0 0 0
BL97241_cuf5 0 0 0 0
BL28755_evm0 0 0 0 0
BL08038_cuf3 0 0 0 0
BL03848_cuf0 0 0 0 0
BL04412_cuf1 0 0 0 0
BL08903_cuf1 0 0 0 0
BL14756_evm0 1 0 0 0
BL17750_evm6 5 0 0 0
BL00020_cuf7 4 27 0 0
BL12239_evm0 0 0 0 0
BL31072_evm0 0 0 0 0
BL17264_cuf0 0 0 0 0
BL03016_evm0 0 2 0 0
BL12513_cuf0 1 9 0 0
BL97392_cuf2 0 0 0 0
BL07532_cuf0 0 0 0 0
BL63213_cuf0 0 0 0 0
BL46496_cuf0 0 0 0 0
BL18546_cuf12 0 2 0 0
BL13532_evm0 0 0 0 0
BL06774_cuf0 0 4 0 0
BL21377_evm4 0 1 0 0
BL19187_cuf2 0 0 0 0
BL97169_cuf1 0 0 0 0
BL32161_evm0 0 0 0 0
BL00063_cuf2 2 1 0 0
BL96703_cuf0 0 0 0 0
BL87081_cuf0 0 0 0 0
BL04891_evm3 0 7 0 0
BL10283_cuf0 0 0 0 0
BL11181_evm0 4 0 0 0
BL21855_cuf0 0 0 0 0
BL16323_evm0 0 1 0 0
BL16056_cuf0 3 0 0 0
BL13476_cuf0 0 0 0 0
BL97000_cuf22 0 0 0 0
BL97451_cuf8 2 0 0 0
BL00413_cuf5 0 0 0 0
BL18165_cuf1 2 0 0 0
BL22009_cuf0 0 7 0 0
BL95769_evm1 1 0 0 0
BL96374_cuf27 0 3 0 0
BL81288_cuf2 0 0 0 0
BL16511_evm0 1 0 0 0
BL01423_evm4 0 0 0 0
BL14185_cuf4 0 0 0 0
BL47632_cuf0 0 0 0 0
BL07211_cuf1 0 0 3 1
BL44064_cuf2 0 0 0 0
BL25409_evm0 0 0 0 0
BL00219_cuf0 1 0 0 0
BL96450_cuf2 0 1 0 0
BL23011_cuf2 0 7 0 0
BL09477_cuf0 0 0 0 0
BL30916_evm0 0 0 0 0
BL39288_cuf0 0 0 0 0
BL61125_cuf0 0 0 0 0
BL95580_evm1 0 0 0 0
BL10928_cuf1 0 0 0 0
BL09089_evm2 0 0 0 0
BL01518_cuf0 0 0 0 0
BL65366_cuf0 0 0 0 0
BL97027_cuf1 0 0 0 0
BL79142_cuf2 0 0 0 0
BL03115_cuf2 1 0 0 0
BL15490_cuf0 0 0 0 0
BL02364_evm0 0 0 0 0
BL96482_cuf4 0 0 0 0
BL32363_cuf0 0 0 0 0
BL22158_cuf0 0 1 0 0
BL95834_evm1 0 0 0 0
BL66458_cuf1 0 0 0 0
BL01275_cuf2 0 0 0 0
BL18433_cuf2 0 0 0 0
BL23583_evm0 0 0 0 0
BL20498_cuf3 0 1 0 0
BL14306_cuf0 0 2 0 0
BL10987_cuf1 1 0 0 0
BL16560_cuf1 0 0 0 0
BL26903_evm0 0 0 0 0
BL95334_evm1 0 1 0 0
BL01408_evm0 0 0 0 0
BL06335_cuf0 0 0 0 0
BL27327_evm0 0 0 0 0
BL43967_cuf0 0 0 0 0
BL15161_cuf0 1 0 0 0
BL21498_cuf6 0 1 0 0
BL00041_cuf2 0 0 0 0
BL13858_cuf0 0 0 0 0
BL95006_evm1 0 0 0 0
BL30010_evm0 0 1 0 0
BL07221_evm1 0 0 0 0
BL17811_cuf0 0 0 0 0
BL26447_evm0 0 0 0 0
BL05010_evm0 0 0 0 0
BL96705_cuf2 0 0 0 0
BL15235_cuf0 0 0 0 0
BL97477_cuf0 0 0 0 0
BL77948_cuf0 0 0 0 0
BL21386_cuf0 0 1 0 0
BL24093_cuf7 0 0 0 0
BL46813_cuf0 0 0 0 0
BL24238_evm2 0 0 0 0
BL31848_evm0 0 0 1 0
BL64218_cuf1 0 0 0 0
BL31149_evm0 0 0 0 0
BL95234_evm0 0 0 0 0
BL15646_cuf0 0 0 0 0
BL22977_cuf1 5 0 0 0
BL07942_cuf3 0 0 0 0
BL22552_cuf7 0 0 0 0
BL13739_cuf0 0 0 0 0
BL06783_cuf3 0 0 0 0
BL13249_cuf2 0 2 0 0
BL20047_cuf2 0 0 0 0
BL30704_evm0 0 0 0 0
BL27139_evm0 0 0 0 0
BL47274_cuf0 0 0 0 0
BL03342_cuf2 20 0 0 0
BL96271_cuf2 0 0 0 0
BL00816_evm0 0 0 0 0
BL11469_cuf0 0 0 0 0
BL56030_cuf0 0 0 0 0
BL18888_cuf1 0 0 0 0
BL28609_evm0 0 0 0 1
BL21065_evm0 4 0 1 0
BL04993_evm0 0 2 0 0
BL88825_cuf0 0 0 0 0
BL14041_evm0 0 0 0 0
BL03840_cuf1 0 0 0 0
BL21556_evm0 1 0 0 0
BL06928_cuf0 0 0 0 0
BL20223_cuf0 0 0 0 0
BL28310_evm0 0 0 0 0
BL96188_cuf4 0 0 0 0
BL57098_cuf0 0 0 0 0
BL03701_cuf0 0 0 0 0
BL11732_cuf3 0 0 0 0
BL12830_cuf1 0 0 0 0
BL01939_cuf1 0 0 0 0
BL31229_evm0 0 0 0 0
BL03696_cuf5 0 1 0 0
BL22817_cuf0 0 0 1 0
BL12256_cuf0 0 0 0 0
BL17838_cuf0 0 0 0 0
BL67889_cuf0 0 0 0 0
BL29164_evm0 1 0 0 0
BL29522_evm0 0 0 0 0
BL11528_evm0 3 0 0 0
BL09824_cuf0 0 0 0 0
BL03408_cuf10 0 0 0 0
BL19136_evm3 0 0 0 0
BL29728_evm0 0 0 0 0
BL08286_evm0 0 0 0 0
BL16044_evm1 0 0 0 0
BL76787_cuf0 0 0 0 0
BL95247_evm0 0 0 0 0
BL05512_evm0 0 0 0 0
BL15300_evm1 0 0 0 0
BL30255_evm0 0 0 0 0
BL16085_evm2 0 0 0 0
BL14592_cuf2 0 0 0 0
BL05841_cuf1 0 0 0 0
BL96378_cuf42 0 0 0 0
BL09487_evm0 0 0 0 0
BL17486_evm13 0 20 0 0
BL03394_evm4 0 0 0 0
BL96051_evm3 0 0 0 0
BL06775_cuf0 0 6 0 0
BL13347_evm0 0 0 0 0
BL20889_cuf0 0 0 0 0
BL49054_cuf0 0 0 0 0
BL30533_evm0 0 0 0 0
BL59061_cuf0 0 0 0 0
BL96916_cuf7 0 0 0 0
BL23339_cuf0 2 0 0 0
BL30930_evm0 0 0 0 0
BL30719_evm0 0 0 0 0
BL04176_cuf0 0 0 0 0
BL86261_cuf0 0 0 0 0
BL44727_cuf0 0 0 0 0
BL05826_evm0 0 0 0 0
BL16986_evm2 0 1 0 0
BL03406_evm0 0 0 0 0
BL15017_cuf0 0 0 0 0
BL09232_cuf0 0 0 0 0
BL00152_evm0 0 0 0 0
BL17558_cuf0 0 0 0 0
BL05081_evm0 0 1 0 0
BL17976_evm3 0 1 0 0
BL14021_cuf0 0 0 0 0
BL56936_cuf0 0 0 0 0
BL08757_cuf0 0 0 0 0
BL05643_cuf2 0 0 0 0
BL33650_cuf0 0 0 0 0
BL05736_cuf0 0 0 0 0
BL23223_evm0 0 0 0 0
BL55465_cuf0 0 0 0 0
BL14400_evm0 0 0 0 0
BL07585_cuf0 0 0 0 0
BL02409_evm0 0 0 0 0
BL19313_cuf1 0 0 0 0
BL58209_cuf0 0 0 0 0
BL20800_cuf0 0 0 0 0
BL95417_evm0 11 0 0 0
BL24898_evm0 4 0 0 0
BL19298_cuf0 0 0 0 0
BL15258_cuf1 0 0 0 0
BL27848_evm0 0 0 0 0
BL13812_cuf2 0 0 0 0
BL05821_evm0 0 0 0 0
BL23717_cuf7 0 0 0 0
BL13221_cuf0 0 0 0 0
BL30042_evm0 0 0 0 0
BL10887_evm1 0 0 0 0
BL03126_cuf27 0 5 0 0
BL09706_evm0 0 0 0 0
BL17068_evm1 1 0 0 0
BL30359_evm0 0 0 0 0
BL04940_cuf0 0 0 0 0
BL04496_evm0 0 0 0 0
BL95492_evm1 0 0 0 0
BL03066_cuf3 0 0 0 1
BL80391_cuf0 0 0 0 0
BL04403_cuf4 2 0 0 0
BL11808_evm0 0 0 0 0
BL13507_cuf0 4 0 0 0
BL01018_cuf0 0 0 0 0
BL95619_evm0 1 0 0 0
BL35227_cuf0 0 0 0 0
BL10639_evm1 1 0 0 0
BL14504_cuf1 0 0 0 0
BL49858_cuf1 0 0 0 0
BL08811_evm2 0 0 0 0
BL04367_evm0 0 0 0 0
BL15069_evm0 0 1 0 0
BL13373_cuf13 1 0 0 0
BL13991_evm0 0 1 0 0
BL45385_cuf0 0 0 0 0
BL41696_cuf0 0 0 0 0
BL24097_evm0 0 0 0 0
BL00689_evm0 0 0 0 0
BL03215_cuf3 3 0 0 0
BL71491_cuf0 0 0 0 0
BL21002_evm0 0 0 0 0
BL95406_evm1 0 4 0 0
BL03290_evm1 0 0 0 0
BL82607_cuf0 0 0 0 0
BL22130_evm2 1 0 1 0
BL18474_evm0 0 0 0 0
BL07417_cuf0 5 0 0 0
BL97325_cuf0 0 0 0 0
BL15334_evm0 0 0 0 0
BL20331_cuf0 0 0 0 0
BL04177_cuf0 0 0 0 0
BL14437_evm0 0 0 0 0
BL46891_cuf0 0 0 0 0
BL21790_cuf0 0 0 0 0
BL14579_cuf1 0 0 0 0
BL02757_evm0 0 0 0 0
BL97178_cuf2 0 0 0 0
BL19401_cuf1 2 0 0 0
BL61152_cuf0 0 0 0 0
BL24603_evm4 0 0 0 0
BL85016_cuf0 0 0 0 0
BL15749_cuf0 0 0 0 0
BL19013_cuf1 0 0 0 0
BL07454_cuf1 0 0 0 0
BL16252_cuf2 2 0 0 0
BL95051_evm0 0 10 0 0
BL97074_cuf1 0 0 0 0
BL81785_cuf0 0 0 0 0
BL13403_cuf0 0 0 0 0
BL02885_cuf1 0 2 0 0
BL28678_evm0 0 0 0 0
BL14463_cuf1 0 0 0 0
BL19816_cuf6 0 3 0 0
BL22284_evm0 0 1 0 0
BL17988_cuf0 0 0 0 0
BL97239_cuf1 0 0 0 0
BL95148_evm0 0 0 0 0
BL32802_cuf0 0 0 0 0
BL23977_cuf0 0 0 0 0
BL20495_cuf0 105 0 0 0
BL16097_cuf0 1 0 0 0
BL18716_evm0 0 10 0 0
BL17722_cuf0 1 0 0 0
BL00424_cuf2 0 0 0 0
BL05993_evm0 0 0 0 0
BL18260_cuf1 0 0 0 0
BL30934_evm0 0 0 0 0
BL96963_cuf0 0 0 0 0
BL12514_evm7 6 0 0 0
BL01376_cuf1 0 0 0 0
BL83028_cuf0 0 0 0 0
BL05480_evm0 1 0 0 0
BL77136_cuf0 0 0 0 0
BL16029_cuf0 1 0 0 0
BL95654_evm1 0 0 0 0
BL77229_cuf0 0 0 0 0
BL00858_cuf0 0 0 0 0
BL02962_cuf1 0 0 0 0
BL13997_cuf0 0 0 0 0
BL40196_cuf0 0 0 0 0
BL50096_cuf0 0 0 0 0
BL96935_cuf1 0 0 0 0
